p_pdb_id,Residue length,actual_hinge_cnt,sigma,average_delta_g
pdb3ld3_A_original_CA_coordinates.csv,171,4,0.5,17.0066
pdb6np1_A_original_CA_coordinates.csv,268,4,0.5,317.933
pdb5reu_A_original_CA_coordinates.csv,304,4,0.5,0.322303
pdb2oym_A_original_CA_coordinates.csv,434,4,0.5,21.8084
pdb4pkr_A_original_CA_coordinates.csv,495,4,0.5,61.1268
pdb6ct3_A_original_CA_coordinates.csv,249,4,0.5,18.3501
pdb2mg5_A_original_CA_coordinates.csv,148,4,0.5,0.341432
pdb8h5p_A_original_CA_coordinates.csv,306,4,0.5,74.5241
pdb7gd1_A_original_CA_coordinates.csv,304,4,0.5,3.41
pdb4i8i_A_original_CA_coordinates.csv,250,4,0.5,5.21339
pdb7fo7_A_original_CA_coordinates.csv,237,4,0.5,91.9654
pdb5tcw_A_original_CA_coordinates.csv,298,4,0.5,2.40242
pdb5s2a_A_original_CA_coordinates.csv,165,4,0.5,14.6998
pdb4qqs_A_original_CA_coordinates.csv,312,4,0.5,22.2467
pdb3pa4_A_original_CA_coordinates.csv,257,4,0.5,62.4252
pdb7zww_A_original_CA_coordinates.csv,131,4,0.5,28.1854
pdb4irl_A_original_CA_coordinates.csv,462,4,0.5,32.1072
pdb2zby_A_original_CA_coordinates.csv,400,4,0.5,136.481
pdb2rei_A_original_CA_coordinates.csv,277,4,0.5,36.84
pdb1yux_A_original_CA_coordinates.csv,200,4,0.5,18.4867
pdb4qu0_A_original_CA_coordinates.csv,240,4,0.5,0.928929
pdb8fqq_A_original_CA_coordinates.csv,355,4,0.5,8.34331
pdb7bpl_A_original_CA_coordinates.csv,110,4,0.5,1.38169
pdb5ujp_A_original_CA_coordinates.csv,112,4,0.5,0.87319
pdb3c72_A_original_CA_coordinates.csv,306,4,0.5,2.86777
pdb6ojx_A_original_CA_coordinates.csv,353,4,0.5,86.5171
pdb5cno_A_original_CA_coordinates.csv,300,4,0.5,10.8045
pdb5pfi_A_original_CA_coordinates.csv,115,4,0.5,0.302736
pdb6gmi_A_original_CA_coordinates.csv,120,4,0.5,2.44776
pdb4baj_A_original_CA_coordinates.csv,366,4,0.5,7.61903
pdb5iqs_A_original_CA_coordinates.csv,280,4,0.5,174.144
pdb2y3h_A_original_CA_coordinates.csv,110,4,0.5,5.11935
pdb5hyq_A_original_CA_coordinates.csv,213,4,0.5,171.961
pdb2hpg_A_original_CA_coordinates.csv,308,4,0.5,205.066
pdb3f9t_A_original_CA_coordinates.csv,385,4,0.5,106.396
pdb2dlx_A_original_CA_coordinates.csv,153,4,0.5,0.878736
pdb4cyq_A_original_CA_coordinates.csv,411,4,0.5,0.966055
pdb5weq_A_original_CA_coordinates.csv,211,4,0.5,60.3747
pdb4udt_A_original_CA_coordinates.csv,202,4,0.5,4.34388
pdb6imu_A_original_CA_coordinates.csv,494,4,0.5,59.2744
pdb6xr7_A_original_CA_coordinates.csv,287,4,0.5,4.02609
pdb6dg1_A_original_CA_coordinates.csv,105,4,0.5,5.84476
pdb6xu3_A_original_CA_coordinates.csv,320,4,0.5,37.9234
pdb3ihg_A_original_CA_coordinates.csv,535,4,0.5,9.90554
pdb3t7f_A_original_CA_coordinates.csv,288,4,0.5,285.785
pdb2ppe_A_original_CA_coordinates.csv,336,4,0.5,272.563
pdb5z9k_A_original_CA_coordinates.csv,123,4,0.5,20.2239
pdb4axb_A_original_CA_coordinates.csv,526,4,0.5,38.7065
pdb2m8t_A_original_CA_coordinates.csv,112,4,0.5,5.85106
pdb5c0f_A_original_CA_coordinates.csv,277,4,0.5,166.63
pdb4azd_A_original_CA_coordinates.csv,122,4,0.5,5.46331
pdb7puf_A_original_CA_coordinates.csv,295,4,0.5,25.8004
pdb5cgk_A_original_CA_coordinates.csv,129,4,0.5,18.6106
pdb5fmd_A_original_CA_coordinates.csv,624,4,0.5,1.59445
pdb6tol_A_original_CA_coordinates.csv,130,4,0.5,9.39326
pdb8k9y_A_original_CA_coordinates.csv,322,4,0.5,71.1518
pdb7b8b_A_original_CA_coordinates.csv,369,4,0.5,0.487907
pdb6zy1_A_original_CA_coordinates.csv,700,4,0.5,1.57795
pdb7lv1_C_original_CA_coordinates.csv,106,4,0.5,0.273905
pdb5qet_A_original_CA_coordinates.csv,282,4,0.5,0.711305
pdb5vgl_A_original_CA_coordinates.csv,154,4,0.5,5.74016
pdb6qsp_A_original_CA_coordinates.csv,399,4,0.5,736.848
pdb3cxg_A_original_CA_coordinates.csv,122,4,0.5,4.94028
pdb8ghy_A_original_CA_coordinates.csv,362,4,0.5,2.84074
pdb6v6o_D_original_CA_coordinates.csv,314,4,0.5,6.3077
pdb6thj_A_original_CA_coordinates.csv,139,4,0.5,115.373
pdb4r8s_A_original_CA_coordinates.csv,256,4,0.5,411.303
pdb7sjb_A_original_CA_coordinates.csv,137,4,0.5,63.2924
pdb6djg_A_original_CA_coordinates.csv,438,4,0.5,500.325
pdb4iv0_A_original_CA_coordinates.csv,263,4,0.5,45.5051
pdb2agt_A_original_CA_coordinates.csv,316,4,0.5,2.6246
pdb3s2v_A_original_CA_coordinates.csv,254,4,0.5,9.9947
pdb7u9f_A_original_CA_coordinates.csv,454,4,0.5,0.654404
pdb2hqn_A_original_CA_coordinates.csv,109,4,0.5,8.16348
pdb4c9n_A_original_CA_coordinates.csv,408,4,0.5,108.041
pdb5vyo_A_original_CA_coordinates.csv,189,4,0.5,83.5611
pdb5pd2_A_original_CA_coordinates.csv,115,4,0.5,9.07132
pdb2gvi_A_original_CA_coordinates.csv,195,4,0.5,6.86085
pdb2z59_A_original_CA_coordinates.csv,109,4,0.5,16.6669
pdb4key_A_original_CA_coordinates.csv,450,4,0.5,67.5169
pdb6pfs_A_original_CA_coordinates.csv,228,4,0.5,349.446
pdb4ebj_A_original_CA_coordinates.csv,254,4,0.5,4.73358
pdb7s8z_A_original_CA_coordinates.csv,209,4,0.5,13.374
pdb5tg4_A_original_CA_coordinates.csv,242,4,0.5,5.21606
pdb3lho_A_original_CA_coordinates.csv,250,4,0.5,198.468
pdb5rfa_A_original_CA_coordinates.csv,301,4,0.5,10.1515
pdb4ttp_A_original_CA_coordinates.csv,201,4,0.5,1.74317
pdb5hqj_A_original_CA_coordinates.csv,280,4,0.5,1.86
pdb8duy_A_original_CA_coordinates.csv,390,4,0.5,5.9395
pdb5qpt_A_original_CA_coordinates.csv,360,4,0.5,163.612
pdb7ajw_A_original_CA_coordinates.csv,329,4,0.5,40.3063
pdb5uih_A_original_CA_coordinates.csv,159,4,0.5,4.83633
pdb6zsk_A_original_CA_coordinates.csv,136,4,0.5,0.881331
pdb6gpw_A_original_CA_coordinates.csv,209,4,0.5,24.6257
pdb4gt6_A_original_CA_coordinates.csv,374,4,0.5,0.067645
pdb6xuj_A_original_CA_coordinates.csv,224,4,0.5,1.87957
pdb6vdl_A_original_CA_coordinates.csv,200,4,0.5,1.60958
pdb3fhf_A_original_CA_coordinates.csv,212,4,0.5,13.0759
pdb3mmf_A_original_CA_coordinates.csv,257,4,0.5,509.546
pdb3vb4_A_original_CA_coordinates.csv,301,4,0.5,35.1624
pdb7vhe_A_original_CA_coordinates.csv,283,4,0.5,9.30353
pdb2eqy_A_original_CA_coordinates.csv,122,4,0.5,9.32828
pdb3v2o_A_original_CA_coordinates.csv,158,4,0.5,106.93
pdb1pl8_A_original_CA_coordinates.csv,356,4,0.5,2.25363
pdb6nkb_A_original_CA_coordinates.csv,227,4,0.5,22.2238
pdb5b78_A_original_CA_coordinates.csv,119,4,0.5,4.58157
pdb6etp_A_original_CA_coordinates.csv,124,4,0.5,1.98361
pdb4xv6_A_original_CA_coordinates.csv,289,4,0.5,10.142
pdb7f51_A_original_CA_coordinates.csv,287,4,0.5,123.043
pdb3ha8_A_original_CA_coordinates.csv,342,4,0.5,87.2726
pdb8cj5_A_original_CA_coordinates.csv,908,4,0.5,0.130612
pdb5elv_A_original_CA_coordinates.csv,263,4,0.5,7.92399
pdb3d53_A_original_CA_coordinates.csv,170,4,0.5,0.681178
pdb4f10_A_original_CA_coordinates.csv,353,4,0.5,12.7653
pdb3lat_A_original_CA_coordinates.csv,207,4,0.5,27.5977
pdb4e3m_A_original_CA_coordinates.csv,358,4,0.5,2.39645
pdb5wa9_A_original_CA_coordinates.csv,115,4,0.5,4.89795
pdb4uuo_A_original_CA_coordinates.csv,328,4,0.5,41.9935
pdb4prn_A_original_CA_coordinates.csv,276,4,0.5,1016.72
pdb5oss_A_original_CA_coordinates.csv,443,4,0.5,64.8958
pdb5zha_A_original_CA_coordinates.csv,263,4,0.5,14.0633
pdb5g1x_A_original_CA_coordinates.csv,262,4,0.5,5.54193
pdb7aq3_A_original_CA_coordinates.csv,568,4,0.5,1.50164
pdb7s0n_A_original_CA_coordinates.csv,122,4,0.5,3.78729
pdb4c73_A_original_CA_coordinates.csv,414,4,0.5,163.904
pdb3fgy_A_original_CA_coordinates.csv,132,4,0.5,2.81851
pdb2bbh_A_original_CA_coordinates.csv,220,4,0.5,60.2635
pdb7p27_A_original_CA_coordinates.csv,160,4,0.5,1.22572
pdb4ysa_A_original_CA_coordinates.csv,294,4,0.5,0.923368
pdb8fdl_A_original_CA_coordinates.csv,141,4,0.5,3.3832
pdb3ifo_H_original_CA_coordinates.csv,216,4,0.5,527.171
pdb5qdn_A_original_CA_coordinates.csv,282,4,0.5,520.571
pdb5nci_A_original_CA_coordinates.csv,262,4,0.5,481.01
pdb6smw_A_original_CA_coordinates.csv,475,4,0.5,80.3975
pdb3on7_A_original_CA_coordinates.csv,263,4,0.5,144.687
pdb3gpu_A_original_CA_coordinates.csv,251,4,0.5,74.3181
pdb6jym_A_original_CA_coordinates.csv,704,4,0.5,0.00792491
pdb4d3a_A_original_CA_coordinates.csv,404,4,0.5,20.0162
pdb7vzq_A_original_CA_coordinates.csv,674,4,0.5,1.69003
pdb3u0x_A_original_CA_coordinates.csv,290,4,0.5,31.0179
pdb4y3d_A_original_CA_coordinates.csv,330,4,0.5,18.0246
pdb3nok_A_original_CA_coordinates.csv,234,4,0.5,1.13481
pdb8bbu_A_original_CA_coordinates.csv,121,4,0.5,0.878319
pdb6yea_A_original_CA_coordinates.csv,170,4,0.5,21.1294
pdb4hno_A_original_CA_coordinates.csv,285,4,0.5,46.208
pdb5ub4_A_original_CA_coordinates.csv,278,4,0.5,65.1429
pdb4fb1_A_original_CA_coordinates.csv,354,4,0.5,155.757
pdb2vw5_A_original_CA_coordinates.csv,214,4,0.5,9.15393
pdb4xvt_G_original_CA_coordinates.csv,341,4,0.5,3.27751
pdb1snr_A_original_CA_coordinates.csv,336,4,0.5,1.18675
pdb5aoh_A_original_CA_coordinates.csv,265,4,0.5,10.2596
pdb5wk0_A_original_CA_coordinates.csv,156,4,0.5,28.4396
pdb4gk1_A_original_CA_coordinates.csv,134,4,0.5,4.00553
pdb2mm3_A_original_CA_coordinates.csv,127,4,0.5,55.2375
pdb4ied_A_original_CA_coordinates.csv,241,4,0.5,341.644
pdb7o82_A_original_CA_coordinates.csv,437,4,0.5,427.345
pdb3bgv_A_original_CA_coordinates.csv,269,4,0.5,10.9354
pdb3m2i_A_original_CA_coordinates.csv,291,4,0.5,23.3474
pdb6zu3_A_original_CA_coordinates.csv,230,4,0.5,9.14735
pdb3o6h_A_original_CA_coordinates.csv,261,4,0.5,11.3385
pdb5ugf_A_original_CA_coordinates.csv,286,4,0.5,234.808
pdb4z6b_A_original_CA_coordinates.csv,282,4,0.5,0.0621618
pdb5sha_A_original_CA_coordinates.csv,313,4,0.5,0.843758
pdb4l7e_A_original_CA_coordinates.csv,180,4,0.5,59.5938
pdb3n7c_A_original_CA_coordinates.csv,107,4,0.5,22.7608
pdb3vo0_A_original_CA_coordinates.csv,466,4,0.5,455.929
pdb7gbt_A_original_CA_coordinates.csv,304,4,0.5,25.1279
pdb3c6x_A_original_CA_coordinates.csv,256,4,0.5,16.8751
pdb4wnk_A_original_CA_coordinates.csv,499,4,0.5,0.439834
pdb6eu6_A_original_CA_coordinates.csv,405,4,0.5,11.7204
pdb3fse_A_original_CA_coordinates.csv,328,4,0.5,7.25187
pdb2d9f_A_original_CA_coordinates.csv,135,4,0.5,0.271886
pdb2vxv_H_original_CA_coordinates.csv,214,4,0.5,72.7679
pdb6qqi_A_original_CA_coordinates.csv,116,4,0.5,27.2958
pdb8oiv_A_original_CA_coordinates.csv,293,4,0.5,4.52408
pdb2x9f_A_original_CA_coordinates.csv,265,4,0.5,1.56026
pdb6pob_A_original_CA_coordinates.csv,416,4,0.5,656.221
pdb7zp0_A_original_CA_coordinates.csv,217,4,0.5,2.14429
pdb4hez_A_original_CA_coordinates.csv,257,4,0.5,35.1677
pdb8clh_A_original_CA_coordinates.csv,439,4,0.5,0.358035
pdb4nyw_A_original_CA_coordinates.csv,116,4,0.5,0.433129
pdb6qi1_A_original_CA_coordinates.csv,297,4,0.5,17.9551
pdb6h7f_A_original_CA_coordinates.csv,671,4,0.5,30.5311
pdb6i0b_A_original_CA_coordinates.csv,526,4,0.5,6.96648
pdb6s8v_A_original_CA_coordinates.csv,172,4,0.5,6.42913
pdb4nqg_A_original_CA_coordinates.csv,197,4,0.5,5.83222
pdb8j5a_A_original_CA_coordinates.csv,172,4,0.5,33.8248
pdb5rkv_A_original_CA_coordinates.csv,119,4,0.5,1.2624
pdb5a30_A_original_CA_coordinates.csv,463,4,0.5,1.18335
pdb4rq4_A_original_CA_coordinates.csv,326,4,0.5,15.9128
pdb7kid_A_original_CA_coordinates.csv,625,4,0.5,10.0607
pdb2jqj_A_original_CA_coordinates.csv,141,4,0.5,6.41905
pdb5o72_A_original_CA_coordinates.csv,255,4,0.5,2.99685
pdb8hq4_A_original_CA_coordinates.csv,209,4,0.5,4.21878
pdb5sfc_A_original_CA_coordinates.csv,312,4,0.5,5.18301
pdb4kcr_A_original_CA_coordinates.csv,404,4,0.5,56.2513
pdb2ya8_A_original_CA_coordinates.csv,470,4,0.5,21.7329
pdb6n0u_A_original_CA_coordinates.csv,295,4,0.5,2.23082
pdb4kv7_A_original_CA_coordinates.csv,360,4,0.5,30.6719
pdb5nid_A_original_CA_coordinates.csv,609,4,0.5,19.4625
