p_pdb_id,Residue length,actual_hinge_cnt,sigma,monge_rate_1
pdb2jbh_A_original_CA_coordinates.csv,207,5,0.5,0.898049
pdb7xza_A_original_CA_coordinates.csv,443,5,0.5,0.919145
pdb7lco_A_original_CA_coordinates.csv,306,5,0.5,0.918379
pdb2y6g_A_original_CA_coordinates.csv,167,5,0.5,0.820244
pdb4jrh_A_original_CA_coordinates.csv,412,5,0.5,0.939606
pdb6qq9_A_original_CA_coordinates.csv,225,5,0.5,0.897469
pdb3paj_A_original_CA_coordinates.csv,302,5,0.5,0.891919
pdb7m26_A_original_CA_coordinates.csv,258,5,0.5,0.777113
pdb8q1n_A_original_CA_coordinates.csv,320,5,0.5,0.920172
pdb7fzt_A_original_CA_coordinates.csv,130,5,0.5,0.949872
pdb6ach_A_original_CA_coordinates.csv,364,5,0.5,0.920918
pdb3kae_A_original_CA_coordinates.csv,225,5,0.5,0.924413
pdb5hvy_A_original_CA_coordinates.csv,335,5,0.5,0.971074
pdb6iv7_A_original_CA_coordinates.csv,386,5,0.5,0.904673
pdb5n0g_A_original_CA_coordinates.csv,208,5,0.5,0.944545
pdb4cn9_A_original_CA_coordinates.csv,397,5,0.5,0.891935
pdb6z2o_A_original_CA_coordinates.csv,354,5,0.5,0.864684
pdb6t5l_A_original_CA_coordinates.csv,224,5,0.5,0.970293
pdb4r66_A_original_CA_coordinates.csv,326,5,0.5,0.908049
pdb5pjt_A_original_CA_coordinates.csv,331,5,0.5,0.920204
pdb6lul_B_original_CA_coordinates.csv,224,5,0.5,0.972344
pdb2rr6_A_original_CA_coordinates.csv,168,5,0.5,0.795703
pdb3ioj_A_original_CA_coordinates.csv,284,5,0.5,0.787131
pdb3ckg_A_original_CA_coordinates.csv,236,5,0.5,0.916162
pdb5uav_A_original_CA_coordinates.csv,278,5,0.5,0.852315
pdb8i4j_A_original_CA_coordinates.csv,220,5,0.5,0.917898
pdb6lqo_A_original_CA_coordinates.csv,258,5,0.5,0.947851
pdb3fj1_A_original_CA_coordinates.csv,326,5,0.5,0.954666
pdb4pg7_A_original_CA_coordinates.csv,402,5,0.5,0.980327
pdb2qnl_A_original_CA_coordinates.csv,159,5,0.5,0.929903
pdb7tl4_A_original_CA_coordinates.csv,184,5,0.5,0.969204
pdb6prc_C_original_CA_coordinates.csv,332,5,0.5,0.938722
pdb1fdt_A_original_CA_coordinates.csv,285,5,0.5,0.951863
pdb6c8q_A_original_CA_coordinates.csv,268,5,0.5,0.930434
pdb6oe6_A_original_CA_coordinates.csv,127,5,0.5,0.932595
pdb4l7t_A_original_CA_coordinates.csv,490,5,0.5,0.91746
pdb6btf_A_original_CA_coordinates.csv,317,5,0.5,0.939114
pdb5r96_A_original_CA_coordinates.csv,347,5,0.5,0.952497
pdb3smv_A_original_CA_coordinates.csv,233,5,0.5,0.971657
pdb2fvv_A_original_CA_coordinates.csv,135,5,0.5,0.977456
pdb3cg6_A_original_CA_coordinates.csv,131,5,0.5,0.968791
pdb3hob_M_original_CA_coordinates.csv,156,5,0.5,0.977478
pdb3zjf_A_original_CA_coordinates.csv,322,5,0.5,0.855918
pdb8tuv_A_original_CA_coordinates.csv,425,5,0.5,0.945403
pdb4ok3_A_original_CA_coordinates.csv,426,5,0.5,0.986236
pdb5ii8_A_original_CA_coordinates.csv,131,5,0.5,0.978806
pdb5v0r_A_original_CA_coordinates.csv,145,5,0.5,0.913783
pdb3as5_A_original_CA_coordinates.csv,183,5,0.5,0.912679
pdb7bqi_A_original_CA_coordinates.csv,174,5,0.5,0.975136
pdb4yk9_A_original_CA_coordinates.csv,142,5,0.5,0.961712
pdb4dl2_A_original_CA_coordinates.csv,428,5,0.5,0.830129
pdb6y4w_A_original_CA_coordinates.csv,341,5,0.5,0.792101
pdb4ega_A_original_CA_coordinates.csv,522,5,0.5,0.917388
pdb3ndo_A_original_CA_coordinates.csv,225,5,0.5,0.977329
pdb1x7x_A_original_CA_coordinates.csv,370,5,0.5,0.943251
pdb6zzj_A_original_CA_coordinates.csv,240,5,0.5,0.950394
pdb2vfo_A_original_CA_coordinates.csv,555,5,0.5,0.958146
pdb5q3r_A_original_CA_coordinates.csv,341,5,0.5,0.904184
pdb7lmf_A_original_CA_coordinates.csv,305,5,0.5,0.909451
pdb7vj6_A_original_CA_coordinates.csv,453,5,0.5,0.909906
pdb6n0q_A_original_CA_coordinates.csv,257,5,0.5,0.951981
pdb5moc_A_original_CA_coordinates.csv,227,5,0.5,0.935012
pdb3ugq_A_original_CA_coordinates.csv,426,5,0.5,0.857769
pdb1ak7_A_original_CA_coordinates.csv,174,5,0.5,0.952891
pdb2c0c_A_original_CA_coordinates.csv,353,5,0.5,0.950063
pdb5yrd_A_original_CA_coordinates.csv,241,5,0.5,0.973719
pdb3ch2_X_original_CA_coordinates.csv,256,5,0.5,0.921376
pdb6aw6_A_original_CA_coordinates.csv,216,5,0.5,0.927651
pdb3vcz_A_original_CA_coordinates.csv,127,5,0.5,0.848486
pdb3x2k_A_original_CA_coordinates.csv,180,5,0.5,0.936253
pdb4qcd_A_original_CA_coordinates.csv,242,5,0.5,0.937696
pdb5r86_A_original_CA_coordinates.csv,149,5,0.5,0.977691
pdb4yvy_A_original_CA_coordinates.csv,256,5,0.5,0.94352
pdb7qwj_A_original_CA_coordinates.csv,298,5,0.5,0.960679
pdb7l3i_A_original_CA_coordinates.csv,162,5,0.5,0.959643
pdb5sua_A_original_CA_coordinates.csv,237,5,0.5,0.851702
pdb7p1q_A_original_CA_coordinates.csv,383,5,0.5,0.886904
pdb4lil_A_original_CA_coordinates.csv,370,5,0.5,0.973289
pdb5c0u_A_original_CA_coordinates.csv,208,5,0.5,0.937476
pdb4w7k_A_original_CA_coordinates.csv,446,5,0.5,0.940403
pdb1koi_A_original_CA_coordinates.csv,184,5,0.5,0.897503
pdb2c4e_A_original_CA_coordinates.csv,299,5,0.5,0.939119
pdb5jcz_A_original_CA_coordinates.csv,172,5,0.5,0.849552
pdb7t5r_A_original_CA_coordinates.csv,257,5,0.5,0.937833
pdb4ptm_A_original_CA_coordinates.csv,397,5,0.5,0.94839
pdb6y80_A_original_CA_coordinates.csv,347,5,0.5,0.971957
pdb4dqj_A_original_CA_coordinates.csv,137,5,0.5,0.964651
pdb6tpc_A_original_CA_coordinates.csv,305,5,0.5,0.822904
pdb8d9c_A_original_CA_coordinates.csv,354,5,0.5,0.938356
pdb7mk3_A_original_CA_coordinates.csv,361,5,0.5,0.912129
pdb6pna_A_original_CA_coordinates.csv,415,5,0.5,0.952194
pdb3zpm_A_original_CA_coordinates.csv,211,5,0.5,0.905337
pdb3vg1_A_original_CA_coordinates.csv,376,5,0.5,0.861986
pdb5qrh_A_original_CA_coordinates.csv,171,5,0.5,0.958746
pdb3gt4_A_original_CA_coordinates.csv,279,5,0.5,0.949268
pdb4zcg_A_original_CA_coordinates.csv,342,5,0.5,0.897978
pdb5vcy_A_original_CA_coordinates.csv,296,5,0.5,0.953121
pdb5ymx_A_original_CA_coordinates.csv,202,5,0.5,0.939261
pdb7pj8_A_original_CA_coordinates.csv,161,5,0.5,0.958489
pdb1evq_A_original_CA_coordinates.csv,304,5,0.5,0.953336
pdb5gr2_A_original_CA_coordinates.csv,755,5,0.5,0.912059
pdb5nu9_A_original_CA_coordinates.csv,174,5,0.5,0.91544
pdb5ggi_A_original_CA_coordinates.csv,394,5,0.5,0.951217
pdb6l72_A_original_CA_coordinates.csv,294,5,0.5,0.909632
pdb6ood_A_original_CA_coordinates.csv,155,5,0.5,0.943436
pdb5kn9_A_original_CA_coordinates.csv,222,5,0.5,0.977726
pdb8pku_A_original_CA_coordinates.csv,290,5,0.5,0.948859
pdb5d7d_A_original_CA_coordinates.csv,193,5,0.5,0.948795
pdb6fmw_A_original_CA_coordinates.csv,270,5,0.5,0.972647
pdb6cf8_A_original_CA_coordinates.csv,510,5,0.5,0.899466
pdb4hh5_A_original_CA_coordinates.csv,163,5,0.5,0.963569
pdb5qzz_A_original_CA_coordinates.csv,237,5,0.5,0.833407
pdb2mxx_A_original_CA_coordinates.csv,179,5,0.5,0.970457
pdb3ld3_A_original_CA_coordinates.csv,171,5,0.5,0.925723
pdb6np1_A_original_CA_coordinates.csv,268,5,0.5,0.965039
pdb5reu_A_original_CA_coordinates.csv,304,5,0.5,0.936026
pdb2oym_A_original_CA_coordinates.csv,434,5,0.5,0.908993
pdb4pkr_A_original_CA_coordinates.csv,495,5,0.5,0.958835
pdb6ct3_A_original_CA_coordinates.csv,249,5,0.5,0.880365
pdb2mg5_A_original_CA_coordinates.csv,148,5,0.5,0.966776
pdb8h5p_A_original_CA_coordinates.csv,306,5,0.5,0.911233
pdb7gd1_A_original_CA_coordinates.csv,304,5,0.5,0.906925
pdb4i8i_A_original_CA_coordinates.csv,250,5,0.5,0.766897
pdb7fo7_A_original_CA_coordinates.csv,237,5,0.5,0.951667
pdb5tcw_A_original_CA_coordinates.csv,298,5,0.5,0.922571
pdb5s2a_A_original_CA_coordinates.csv,165,5,0.5,0.965833
pdb4qqs_A_original_CA_coordinates.csv,312,5,0.5,0.716975
pdb3pa4_A_original_CA_coordinates.csv,257,5,0.5,0.95879
pdb7zww_A_original_CA_coordinates.csv,131,5,0.5,0.959875
pdb4irl_A_original_CA_coordinates.csv,462,5,0.5,0.802467
pdb2zby_A_original_CA_coordinates.csv,400,5,0.5,0.983333
pdb2rei_A_original_CA_coordinates.csv,277,5,0.5,0.869053
pdb1yux_A_original_CA_coordinates.csv,200,5,0.5,0.857355
pdb4qu0_A_original_CA_coordinates.csv,240,5,0.5,0.963663
pdb8fqq_A_original_CA_coordinates.csv,355,5,0.5,0.793086
pdb3c72_A_original_CA_coordinates.csv,306,5,0.5,0.944004
pdb6ojx_A_original_CA_coordinates.csv,353,5,0.5,0.957936
pdb5cno_A_original_CA_coordinates.csv,300,5,0.5,0.958556
pdb4baj_A_original_CA_coordinates.csv,366,5,0.5,0.941946
pdb5iqs_A_original_CA_coordinates.csv,280,5,0.5,0.74077
pdb5hyq_A_original_CA_coordinates.csv,213,5,0.5,0.90473
pdb2hpg_A_original_CA_coordinates.csv,308,5,0.5,0.975046
pdb3f9t_A_original_CA_coordinates.csv,385,5,0.5,0.945723
pdb2dlx_A_original_CA_coordinates.csv,153,5,0.5,0.733166
pdb4cyq_A_original_CA_coordinates.csv,411,5,0.5,0.975316
pdb5weq_A_original_CA_coordinates.csv,211,5,0.5,0.792524
pdb4udt_A_original_CA_coordinates.csv,202,5,0.5,0.827651
pdb6imu_A_original_CA_coordinates.csv,494,5,0.5,0.961658
pdb6xr7_A_original_CA_coordinates.csv,287,5,0.5,0.953108
pdb6xu3_A_original_CA_coordinates.csv,320,5,0.5,0.946753
pdb3ihg_A_original_CA_coordinates.csv,535,5,0.5,0.924593
pdb3t7f_A_original_CA_coordinates.csv,288,5,0.5,0.863644
pdb2ppe_A_original_CA_coordinates.csv,336,5,0.5,0.946545
pdb4axb_A_original_CA_coordinates.csv,526,5,0.5,0.94505
pdb5c0f_A_original_CA_coordinates.csv,277,5,0.5,0.964666
pdb7puf_A_original_CA_coordinates.csv,295,5,0.5,0.914771
pdb5cgk_A_original_CA_coordinates.csv,129,5,0.5,0.927116
pdb5fmd_A_original_CA_coordinates.csv,624,5,0.5,0.872831
pdb6tol_A_original_CA_coordinates.csv,130,5,0.5,0.786376
pdb8k9y_A_original_CA_coordinates.csv,322,5,0.5,0.884003
pdb7b8b_A_original_CA_coordinates.csv,369,5,0.5,0.916397
pdb6zy1_A_original_CA_coordinates.csv,700,5,0.5,0.871807
pdb5qet_A_original_CA_coordinates.csv,282,5,0.5,0.92814
pdb5vgl_A_original_CA_coordinates.csv,154,5,0.5,0.823784
pdb6qsp_A_original_CA_coordinates.csv,399,5,0.5,0.842384
pdb8ghy_A_original_CA_coordinates.csv,362,5,0.5,0.957235
pdb6v6o_D_original_CA_coordinates.csv,314,5,0.5,0.958718
pdb6thj_A_original_CA_coordinates.csv,139,5,0.5,0.920349
pdb4r8s_A_original_CA_coordinates.csv,256,5,0.5,0.906073
pdb7sjb_A_original_CA_coordinates.csv,137,5,0.5,0.944895
pdb6djg_A_original_CA_coordinates.csv,438,5,0.5,0.954438
pdb4iv0_A_original_CA_coordinates.csv,263,5,0.5,0.948595
pdb2agt_A_original_CA_coordinates.csv,316,5,0.5,0.960153
pdb3s2v_A_original_CA_coordinates.csv,254,5,0.5,0.930414
pdb7u9f_A_original_CA_coordinates.csv,454,5,0.5,0.929548
pdb4c9n_A_original_CA_coordinates.csv,408,5,0.5,0.96733
pdb5vyo_A_original_CA_coordinates.csv,189,5,0.5,0.950711
pdb2gvi_A_original_CA_coordinates.csv,195,5,0.5,0.950071
pdb4key_A_original_CA_coordinates.csv,450,5,0.5,0.902117
pdb6pfs_A_original_CA_coordinates.csv,228,5,0.5,0.944021
pdb4ebj_A_original_CA_coordinates.csv,254,5,0.5,0.87593
pdb7s8z_A_original_CA_coordinates.csv,209,5,0.5,0.976684
pdb5tg4_A_original_CA_coordinates.csv,242,5,0.5,0.957486
pdb3lho_A_original_CA_coordinates.csv,250,5,0.5,0.927355
pdb5rfa_A_original_CA_coordinates.csv,301,5,0.5,0.923953
pdb4ttp_A_original_CA_coordinates.csv,201,5,0.5,0.911577
pdb5hqj_A_original_CA_coordinates.csv,280,5,0.5,0.837648
pdb8duy_A_original_CA_coordinates.csv,390,5,0.5,0.92972
pdb5qpt_A_original_CA_coordinates.csv,360,5,0.5,0.966868
pdb7ajw_A_original_CA_coordinates.csv,329,5,0.5,0.902185
pdb5uih_A_original_CA_coordinates.csv,159,5,0.5,0.925006
pdb6zsk_A_original_CA_coordinates.csv,136,5,0.5,0.927468
pdb6gpw_A_original_CA_coordinates.csv,209,5,0.5,0.975172
pdb4gt6_A_original_CA_coordinates.csv,374,5,0.5,0.935584
pdb6xuj_A_original_CA_coordinates.csv,224,5,0.5,0.960237
pdb6vdl_A_original_CA_coordinates.csv,200,5,0.5,0.906711
pdb3fhf_A_original_CA_coordinates.csv,212,5,0.5,0.939344
pdb3mmf_A_original_CA_coordinates.csv,257,5,0.5,0.942614
pdb3vb4_A_original_CA_coordinates.csv,301,5,0.5,0.944973
pdb7vhe_A_original_CA_coordinates.csv,283,5,0.5,0.932136
pdb3v2o_A_original_CA_coordinates.csv,158,5,0.5,0.965252
pdb1pl8_A_original_CA_coordinates.csv,356,5,0.5,0.964415
pdb6nkb_A_original_CA_coordinates.csv,227,5,0.5,0.87776
pdb4xv6_A_original_CA_coordinates.csv,289,5,0.5,0.85407
pdb7f51_A_original_CA_coordinates.csv,287,5,0.5,0.965273
pdb3ha8_A_original_CA_coordinates.csv,342,5,0.5,0.941354
pdb8cj5_A_original_CA_coordinates.csv,908,5,0.5,0.972483
pdb5elv_A_original_CA_coordinates.csv,263,5,0.5,0.968258
pdb3d53_A_original_CA_coordinates.csv,170,5,0.5,0.881184
pdb4f10_A_original_CA_coordinates.csv,353,5,0.5,0.921014
pdb3lat_A_original_CA_coordinates.csv,207,5,0.5,0.968663
pdb4e3m_A_original_CA_coordinates.csv,358,5,0.5,0.730983
pdb4uuo_A_original_CA_coordinates.csv,328,5,0.5,0.883972
pdb4prn_A_original_CA_coordinates.csv,276,5,0.5,0.941258
pdb5oss_A_original_CA_coordinates.csv,443,5,0.5,0.923991
pdb5zha_A_original_CA_coordinates.csv,263,5,0.5,0.951434
pdb5g1x_A_original_CA_coordinates.csv,262,5,0.5,0.930209
pdb7aq3_A_original_CA_coordinates.csv,568,5,0.5,0.938155
pdb4c73_A_original_CA_coordinates.csv,414,5,0.5,0.959937
pdb3fgy_A_original_CA_coordinates.csv,132,5,0.5,0.917672
pdb2bbh_A_original_CA_coordinates.csv,220,5,0.5,0.917277
pdb7p27_A_original_CA_coordinates.csv,160,5,0.5,0.882254
pdb4ysa_A_original_CA_coordinates.csv,294,5,0.5,0.853815
pdb8fdl_A_original_CA_coordinates.csv,141,5,0.5,0.928922
pdb3ifo_H_original_CA_coordinates.csv,216,5,0.5,0.911519
pdb5qdn_A_original_CA_coordinates.csv,282,5,0.5,0.929121
pdb5nci_A_original_CA_coordinates.csv,262,5,0.5,0.909097
pdb6smw_A_original_CA_coordinates.csv,475,5,0.5,0.976215
pdb3on7_A_original_CA_coordinates.csv,263,5,0.5,0.965283
pdb3gpu_A_original_CA_coordinates.csv,251,5,0.5,0.924729
pdb6jym_A_original_CA_coordinates.csv,704,5,0.5,0.95833
pdb4d3a_A_original_CA_coordinates.csv,404,5,0.5,0.94608
pdb7vzq_A_original_CA_coordinates.csv,674,5,0.5,0.959931
pdb3u0x_A_original_CA_coordinates.csv,290,5,0.5,0.951268
pdb4y3d_A_original_CA_coordinates.csv,330,5,0.5,0.859312
pdb3nok_A_original_CA_coordinates.csv,234,5,0.5,0.936311
pdb6yea_A_original_CA_coordinates.csv,170,5,0.5,0.959734
pdb4hno_A_original_CA_coordinates.csv,285,5,0.5,0.929595
pdb5ub4_A_original_CA_coordinates.csv,278,5,0.5,0.900519
pdb4fb1_A_original_CA_coordinates.csv,354,5,0.5,0.87054
pdb2vw5_A_original_CA_coordinates.csv,214,5,0.5,0.936325
pdb4xvt_G_original_CA_coordinates.csv,341,5,0.5,0.938996
pdb1snr_A_original_CA_coordinates.csv,336,5,0.5,0.946277
pdb5aoh_A_original_CA_coordinates.csv,265,5,0.5,0.769376
pdb5wk0_A_original_CA_coordinates.csv,156,5,0.5,0.883333
pdb4gk1_A_original_CA_coordinates.csv,134,5,0.5,0.898185
pdb2mm3_A_original_CA_coordinates.csv,127,5,0.5,0.938351
pdb4ied_A_original_CA_coordinates.csv,241,5,0.5,0.964727
pdb7o82_A_original_CA_coordinates.csv,437,5,0.5,0.908665
pdb3bgv_A_original_CA_coordinates.csv,269,5,0.5,0.905539
pdb3m2i_A_original_CA_coordinates.csv,291,5,0.5,0.958885
pdb6zu3_A_original_CA_coordinates.csv,230,5,0.5,0.962009
pdb3o6h_A_original_CA_coordinates.csv,261,5,0.5,0.948108
pdb5ugf_A_original_CA_coordinates.csv,286,5,0.5,0.952648
pdb4z6b_A_original_CA_coordinates.csv,282,5,0.5,0.941754
pdb5sha_A_original_CA_coordinates.csv,313,5,0.5,0.933529
pdb4l7e_A_original_CA_coordinates.csv,180,5,0.5,0.916556
pdb3vo0_A_original_CA_coordinates.csv,466,5,0.5,0.935006
pdb7gbt_A_original_CA_coordinates.csv,304,5,0.5,0.926124
pdb3c6x_A_original_CA_coordinates.csv,256,5,0.5,0.929023
pdb4wnk_A_original_CA_coordinates.csv,499,5,0.5,0.880222
pdb6eu6_A_original_CA_coordinates.csv,405,5,0.5,0.915752
pdb3fse_A_original_CA_coordinates.csv,328,5,0.5,0.918497
pdb2d9f_A_original_CA_coordinates.csv,135,5,0.5,0.926839
pdb2vxv_H_original_CA_coordinates.csv,214,5,0.5,0.945296
pdb8oiv_A_original_CA_coordinates.csv,293,5,0.5,0.963168
pdb2x9f_A_original_CA_coordinates.csv,265,5,0.5,0.911531
pdb6pob_A_original_CA_coordinates.csv,416,5,0.5,0.934115
pdb7zp0_A_original_CA_coordinates.csv,217,5,0.5,0.957147
pdb4hez_A_original_CA_coordinates.csv,257,5,0.5,0.931567
pdb8clh_A_original_CA_coordinates.csv,439,5,0.5,0.898511
pdb6qi1_A_original_CA_coordinates.csv,297,5,0.5,0.942803
pdb6h7f_A_original_CA_coordinates.csv,671,5,0.5,0.96373
pdb6i0b_A_original_CA_coordinates.csv,526,5,0.5,0.901985
pdb6s8v_A_original_CA_coordinates.csv,172,5,0.5,0.918818
pdb4nqg_A_original_CA_coordinates.csv,197,5,0.5,0.965433
pdb8j5a_A_original_CA_coordinates.csv,172,5,0.5,0.934443
pdb5a30_A_original_CA_coordinates.csv,463,5,0.5,0.951576
pdb4rq4_A_original_CA_coordinates.csv,326,5,0.5,0.83371
pdb7kid_A_original_CA_coordinates.csv,625,5,0.5,0.923483
pdb2jqj_A_original_CA_coordinates.csv,141,5,0.5,0.94887
pdb5o72_A_original_CA_coordinates.csv,255,5,0.5,0.923882
pdb8hq4_A_original_CA_coordinates.csv,209,5,0.5,0.919486
pdb5sfc_A_original_CA_coordinates.csv,312,5,0.5,0.87939
pdb4kcr_A_original_CA_coordinates.csv,404,5,0.5,0.943127
pdb2ya8_A_original_CA_coordinates.csv,470,5,0.5,0.919569
pdb6n0u_A_original_CA_coordinates.csv,295,5,0.5,0.944927
pdb4kv7_A_original_CA_coordinates.csv,360,5,0.5,0.872753
pdb5nid_A_original_CA_coordinates.csv,609,5,0.5,0.91231
pdb2xd5_A_original_CA_coordinates.csv,469,5,0.5,0.945792
pdb2cks_A_original_CA_coordinates.csv,305,5,0.5,0.870488
pdb4xmx_A_original_CA_coordinates.csv,866,5,0.5,0.963855
pdb3n7t_A_original_CA_coordinates.csv,241,5,0.5,0.937133
pdb3rd5_A_original_CA_coordinates.csv,268,5,0.5,0.958615
pdb6rml_B_original_CA_coordinates.csv,278,5,0.5,0.96212
pdb5udy_A_original_CA_coordinates.csv,388,5,0.5,0.944354
pdb3rhr_A_original_CA_coordinates.csv,498,5,0.5,0.96719
pdb3ap9_A_original_CA_coordinates.csv,151,5,0.5,0.94881
pdb5fac_A_original_CA_coordinates.csv,383,5,0.5,0.861116
pdb2ptx_A_original_CA_coordinates.csv,431,5,0.5,0.910369
pdb8gbz_H_original_CA_coordinates.csv,208,5,0.5,0.835059
pdb7fx9_A_original_CA_coordinates.csv,133,5,0.5,0.966623
pdb8qm1_A_original_CA_coordinates.csv,412,5,0.5,0.945176
pdb6kwu_O_original_CA_coordinates.csv,245,5,0.5,0.954919
pdb4x09_A_original_CA_coordinates.csv,128,5,0.5,0.924535
pdb5fhw_A_original_CA_coordinates.csv,129,5,0.5,0.93653
pdb4rv5_A_original_CA_coordinates.csv,363,5,0.5,0.946609
pdb2vot_A_original_CA_coordinates.csv,837,5,0.5,0.948035
pdb5s7f_A_original_CA_coordinates.csv,283,5,0.5,0.905828
pdb7a0l_A_original_CA_coordinates.csv,295,5,0.5,0.909801
pdb4qtc_A_original_CA_coordinates.csv,330,5,0.5,0.827227
pdb4v3m_A_original_CA_coordinates.csv,135,5,0.5,0.883693
pdb3rqj_A_original_CA_coordinates.csv,407,5,0.5,0.899448
pdb5bjv_A_original_CA_coordinates.csv,339,5,0.5,0.926896
pdb8azy_A_original_CA_coordinates.csv,170,5,0.5,0.933832
pdb4xhs_A_original_CA_coordinates.csv,452,5,0.5,0.929826
pdb2xms_A_original_CA_coordinates.csv,281,5,0.5,0.91646
pdb6qhs_A_original_CA_coordinates.csv,297,5,0.5,0.904322
pdb5h3m_A_original_CA_coordinates.csv,133,5,0.5,0.768827
pdb4nug_L_original_CA_coordinates.csv,213,5,0.5,0.954494
pdb4g31_A_original_CA_coordinates.csv,248,5,0.5,0.910497
pdb5exp_A_original_CA_coordinates.csv,250,5,0.5,0.958898
pdb3juh_A_original_CA_coordinates.csv,334,5,0.5,0.894931
pdb6g7n_A_original_CA_coordinates.csv,318,5,0.5,0.950987
pdb6i6v_A_original_CA_coordinates.csv,266,5,0.5,0.968602
pdb6o7m_A_original_CA_coordinates.csv,477,5,0.5,0.914928
pdb5h2p_A_original_CA_coordinates.csv,231,5,0.5,0.958017
