p_pdb_id,Residue length,actual_hinge_cnt,sigma,monge_rate_1
pdb4dl2_A_original_CA_coordinates.csv,428,4,0.5,0.945756
pdb6y4w_A_original_CA_coordinates.csv,341,4,0.5,0.956977
pdb4ega_A_original_CA_coordinates.csv,522,4,0.5,0.903228
pdb3ndo_A_original_CA_coordinates.csv,225,4,0.5,0.949292
pdb1x7x_A_original_CA_coordinates.csv,370,4,0.5,0.958358
pdb6zzj_A_original_CA_coordinates.csv,240,4,0.5,0.934763
pdb2vfo_A_original_CA_coordinates.csv,555,4,0.5,0.926919
pdb5q3r_A_original_CA_coordinates.csv,341,4,0.5,0.818883
pdb7lmf_A_original_CA_coordinates.csv,305,4,0.5,0.891303
pdb7vj6_A_original_CA_coordinates.csv,453,4,0.5,0.92311
pdb6n0q_A_original_CA_coordinates.csv,257,4,0.5,0.821128
pdb5moc_A_original_CA_coordinates.csv,227,4,0.5,0.871548
pdb3ugq_A_original_CA_coordinates.csv,426,4,0.5,0.882974
pdb1ak7_A_original_CA_coordinates.csv,174,4,0.5,0.840462
pdb2c0c_A_original_CA_coordinates.csv,353,4,0.5,0.926627
pdb5yrd_A_original_CA_coordinates.csv,241,4,0.5,0.971117
pdb3ch2_X_original_CA_coordinates.csv,256,4,0.5,0.928852
pdb6aw6_A_original_CA_coordinates.csv,216,4,0.5,0.918105
pdb3vcz_A_original_CA_coordinates.csv,127,4,0.5,0.897456
pdb3x2k_A_original_CA_coordinates.csv,180,4,0.5,0.948538
pdb4qcd_A_original_CA_coordinates.csv,242,4,0.5,0.918404
pdb5r86_A_original_CA_coordinates.csv,149,4,0.5,0.927296
pdb4yvy_A_original_CA_coordinates.csv,256,4,0.5,0.944867
pdb5hf1_A_original_CA_coordinates.csv,117,4,0.5,0.94205
pdb7qwj_A_original_CA_coordinates.csv,298,4,0.5,0.901626
pdb7l3i_A_original_CA_coordinates.csv,162,4,0.5,0.938954
pdb5sua_A_original_CA_coordinates.csv,237,4,0.5,0.923256
pdb7p1q_A_original_CA_coordinates.csv,383,4,0.5,0.923212
pdb2lll_A_original_CA_coordinates.csv,121,4,0.5,0.933698
pdb4lil_A_original_CA_coordinates.csv,370,4,0.5,0.93659
pdb5c0u_A_original_CA_coordinates.csv,208,4,0.5,0.901074
pdb4w7k_A_original_CA_coordinates.csv,446,4,0.5,0.914165
pdb1koi_A_original_CA_coordinates.csv,184,4,0.5,0.843917
pdb2c4e_A_original_CA_coordinates.csv,299,4,0.5,0.913226
pdb5jcz_A_original_CA_coordinates.csv,172,4,0.5,0.95081
pdb7t5r_A_original_CA_coordinates.csv,257,4,0.5,0.794143
pdb4ptm_A_original_CA_coordinates.csv,397,4,0.5,0.879197
pdb6y80_A_original_CA_coordinates.csv,347,4,0.5,0.943486
pdb4dqj_A_original_CA_coordinates.csv,137,4,0.5,0.938289
pdb6tpc_A_original_CA_coordinates.csv,305,4,0.5,0.954341
pdb8d9c_A_original_CA_coordinates.csv,354,4,0.5,0.903845
pdb7mk3_A_original_CA_coordinates.csv,361,4,0.5,0.943964
pdb6pna_A_original_CA_coordinates.csv,415,4,0.5,0.951023
pdb3zpm_A_original_CA_coordinates.csv,211,4,0.5,0.885702
pdb3vg1_A_original_CA_coordinates.csv,376,4,0.5,0.820209
pdb6tbe_A_original_CA_coordinates.csv,116,4,0.5,0.896158
pdb5qrh_A_original_CA_coordinates.csv,171,4,0.5,0.969364
pdb3gt4_A_original_CA_coordinates.csv,279,4,0.5,0.967598
pdb4zcg_A_original_CA_coordinates.csv,342,4,0.5,0.909785
pdb5vcy_A_original_CA_coordinates.csv,296,4,0.5,0.921078
pdb5ymx_A_original_CA_coordinates.csv,202,4,0.5,0.88043
pdb7pj8_A_original_CA_coordinates.csv,161,4,0.5,0.899122
pdb1evq_A_original_CA_coordinates.csv,304,4,0.5,0.953194
pdb5gr2_A_original_CA_coordinates.csv,755,4,0.5,0.942734
pdb5nu9_A_original_CA_coordinates.csv,174,4,0.5,0.961269
pdb5ggi_A_original_CA_coordinates.csv,394,4,0.5,0.969279
pdb6l72_A_original_CA_coordinates.csv,294,4,0.5,0.920564
pdb6ood_A_original_CA_coordinates.csv,155,4,0.5,0.886859
pdb5psl_A_original_CA_coordinates.csv,121,4,0.5,0.888358
pdb5kn9_A_original_CA_coordinates.csv,222,4,0.5,0.885892
pdb8pku_A_original_CA_coordinates.csv,290,4,0.5,0.966842
pdb3f1p_A_original_CA_coordinates.csv,114,4,0.5,0.983221
pdb5d7d_A_original_CA_coordinates.csv,193,4,0.5,0.921929
pdb6fmw_A_original_CA_coordinates.csv,270,4,0.5,0.869257
pdb6cf8_A_original_CA_coordinates.csv,510,4,0.5,0.897757
pdb4hh5_A_original_CA_coordinates.csv,163,4,0.5,0.933687
pdb5qzz_A_original_CA_coordinates.csv,237,4,0.5,0.957181
pdb1k0x_A_original_CA_coordinates.csv,108,4,0.5,0.95477
pdb2mxx_A_original_CA_coordinates.csv,179,4,0.5,0.851769
pdb3ld3_A_original_CA_coordinates.csv,171,4,0.5,0.945081
pdb6np1_A_original_CA_coordinates.csv,268,4,0.5,0.898106
pdb5reu_A_original_CA_coordinates.csv,304,4,0.5,0.973382
pdb2oym_A_original_CA_coordinates.csv,434,4,0.5,0.940073
pdb4pkr_A_original_CA_coordinates.csv,495,4,0.5,0.922111
pdb6ct3_A_original_CA_coordinates.csv,249,4,0.5,0.920515
pdb2mg5_A_original_CA_coordinates.csv,148,4,0.5,0.982751
pdb8h5p_A_original_CA_coordinates.csv,306,4,0.5,0.937061
pdb7gd1_A_original_CA_coordinates.csv,304,4,0.5,0.969141
pdb4i8i_A_original_CA_coordinates.csv,250,4,0.5,0.956572
pdb7fo7_A_original_CA_coordinates.csv,237,4,0.5,0.837118
pdb5tcw_A_original_CA_coordinates.csv,298,4,0.5,0.933541
pdb5s2a_A_original_CA_coordinates.csv,165,4,0.5,0.926024
pdb4qqs_A_original_CA_coordinates.csv,312,4,0.5,0.961705
pdb3pa4_A_original_CA_coordinates.csv,257,4,0.5,0.906318
pdb7zww_A_original_CA_coordinates.csv,131,4,0.5,0.891312
pdb4irl_A_original_CA_coordinates.csv,462,4,0.5,0.925387
pdb2zby_A_original_CA_coordinates.csv,400,4,0.5,0.930647
pdb2rei_A_original_CA_coordinates.csv,277,4,0.5,0.84399
pdb1yux_A_original_CA_coordinates.csv,200,4,0.5,0.937986
pdb4qu0_A_original_CA_coordinates.csv,240,4,0.5,0.940055
pdb8fqq_A_original_CA_coordinates.csv,355,4,0.5,0.874354
pdb7bpl_A_original_CA_coordinates.csv,110,4,0.5,0.960604
pdb5ujp_A_original_CA_coordinates.csv,112,4,0.5,0.959036
pdb3c72_A_original_CA_coordinates.csv,306,4,0.5,0.952367
pdb6ojx_A_original_CA_coordinates.csv,353,4,0.5,0.938855
pdb5cno_A_original_CA_coordinates.csv,300,4,0.5,0.956692
pdb5pfi_A_original_CA_coordinates.csv,115,4,0.5,0.977587
pdb6gmi_A_original_CA_coordinates.csv,120,4,0.5,0.913576
pdb4baj_A_original_CA_coordinates.csv,366,4,0.5,0.954125
pdb5iqs_A_original_CA_coordinates.csv,280,4,0.5,0.892278
pdb2y3h_A_original_CA_coordinates.csv,110,4,0.5,0.9375
pdb5hyq_A_original_CA_coordinates.csv,213,4,0.5,0.834863
pdb2hpg_A_original_CA_coordinates.csv,308,4,0.5,0.897124
pdb3f9t_A_original_CA_coordinates.csv,385,4,0.5,0.967175
pdb2dlx_A_original_CA_coordinates.csv,153,4,0.5,0.962699
pdb4cyq_A_original_CA_coordinates.csv,411,4,0.5,0.960886
pdb5weq_A_original_CA_coordinates.csv,211,4,0.5,0.892716
pdb4udt_A_original_CA_coordinates.csv,202,4,0.5,0.86266
pdb6imu_A_original_CA_coordinates.csv,494,4,0.5,0.921068
pdb6xr7_A_original_CA_coordinates.csv,287,4,0.5,0.957269
pdb6dg1_A_original_CA_coordinates.csv,105,4,0.5,0.953261
pdb6xu3_A_original_CA_coordinates.csv,320,4,0.5,0.916743
pdb3ihg_A_original_CA_coordinates.csv,535,4,0.5,0.962961
pdb3t7f_A_original_CA_coordinates.csv,288,4,0.5,0.865592
pdb2ppe_A_original_CA_coordinates.csv,336,4,0.5,0.884319
pdb5z9k_A_original_CA_coordinates.csv,123,4,0.5,0.940334
pdb4axb_A_original_CA_coordinates.csv,526,4,0.5,0.928984
pdb2m8t_A_original_CA_coordinates.csv,112,4,0.5,0.921979
pdb5c0f_A_original_CA_coordinates.csv,277,4,0.5,0.839151
pdb4azd_A_original_CA_coordinates.csv,122,4,0.5,0.927918
pdb7puf_A_original_CA_coordinates.csv,295,4,0.5,0.977896
pdb5cgk_A_original_CA_coordinates.csv,129,4,0.5,0.929067
pdb5fmd_A_original_CA_coordinates.csv,624,4,0.5,0.929136
pdb6tol_A_original_CA_coordinates.csv,130,4,0.5,0.955218
pdb8k9y_A_original_CA_coordinates.csv,322,4,0.5,0.915518
pdb7b8b_A_original_CA_coordinates.csv,369,4,0.5,0.945578
pdb6zy1_A_original_CA_coordinates.csv,700,4,0.5,0.929653
pdb7lv1_C_original_CA_coordinates.csv,106,4,0.5,0.975839
pdb5qet_A_original_CA_coordinates.csv,282,4,0.5,0.868723
pdb5vgl_A_original_CA_coordinates.csv,154,4,0.5,0.967128
pdb6qsp_A_original_CA_coordinates.csv,399,4,0.5,0.796925
pdb3cxg_A_original_CA_coordinates.csv,122,4,0.5,0.950674
pdb8ghy_A_original_CA_coordinates.csv,362,4,0.5,0.937109
pdb6v6o_D_original_CA_coordinates.csv,314,4,0.5,0.965485
pdb6thj_A_original_CA_coordinates.csv,139,4,0.5,0.761156
pdb4r8s_A_original_CA_coordinates.csv,256,4,0.5,0.811115
pdb7sjb_A_original_CA_coordinates.csv,137,4,0.5,0.866094
pdb6djg_A_original_CA_coordinates.csv,438,4,0.5,0.835087
pdb4iv0_A_original_CA_coordinates.csv,263,4,0.5,0.922775
pdb2agt_A_original_CA_coordinates.csv,316,4,0.5,0.966599
pdb3s2v_A_original_CA_coordinates.csv,254,4,0.5,0.928181
pdb7u9f_A_original_CA_coordinates.csv,454,4,0.5,0.977028
pdb2hqn_A_original_CA_coordinates.csv,109,4,0.5,0.963876
pdb4c9n_A_original_CA_coordinates.csv,408,4,0.5,0.941851
pdb5vyo_A_original_CA_coordinates.csv,189,4,0.5,0.911223
pdb5pd2_A_original_CA_coordinates.csv,115,4,0.5,0.951742
pdb2gvi_A_original_CA_coordinates.csv,195,4,0.5,0.940962
pdb2z59_A_original_CA_coordinates.csv,109,4,0.5,0.921338
pdb4key_A_original_CA_coordinates.csv,450,4,0.5,0.953324
pdb6pfs_A_original_CA_coordinates.csv,228,4,0.5,0.880738
pdb4ebj_A_original_CA_coordinates.csv,254,4,0.5,0.960568
pdb7s8z_A_original_CA_coordinates.csv,209,4,0.5,0.887101
pdb5tg4_A_original_CA_coordinates.csv,242,4,0.5,0.93637
pdb3lho_A_original_CA_coordinates.csv,250,4,0.5,0.888262
pdb5rfa_A_original_CA_coordinates.csv,301,4,0.5,0.893883
pdb4ttp_A_original_CA_coordinates.csv,201,4,0.5,0.980118
pdb5hqj_A_original_CA_coordinates.csv,280,4,0.5,0.962649
pdb8duy_A_original_CA_coordinates.csv,390,4,0.5,0.934293
pdb5qpt_A_original_CA_coordinates.csv,360,4,0.5,0.87956
pdb7ajw_A_original_CA_coordinates.csv,329,4,0.5,0.95134
pdb5uih_A_original_CA_coordinates.csv,159,4,0.5,0.933099
pdb6zsk_A_original_CA_coordinates.csv,136,4,0.5,0.966512
pdb6gpw_A_original_CA_coordinates.csv,209,4,0.5,0.948133
pdb4gt6_A_original_CA_coordinates.csv,374,4,0.5,0.927803
pdb6xuj_A_original_CA_coordinates.csv,224,4,0.5,0.977619
pdb6vdl_A_original_CA_coordinates.csv,200,4,0.5,0.952998
pdb3fhf_A_original_CA_coordinates.csv,212,4,0.5,0.947976
pdb3mmf_A_original_CA_coordinates.csv,257,4,0.5,0.847885
pdb3vb4_A_original_CA_coordinates.csv,301,4,0.5,0.838029
pdb7vhe_A_original_CA_coordinates.csv,283,4,0.5,0.953609
pdb2eqy_A_original_CA_coordinates.csv,122,4,0.5,0.940363
pdb3v2o_A_original_CA_coordinates.csv,158,4,0.5,0.880451
pdb1pl8_A_original_CA_coordinates.csv,356,4,0.5,0.944331
pdb6nkb_A_original_CA_coordinates.csv,227,4,0.5,0.924328
pdb5b78_A_original_CA_coordinates.csv,119,4,0.5,0.934852
pdb6etp_A_original_CA_coordinates.csv,124,4,0.5,0.947652
pdb4xv6_A_original_CA_coordinates.csv,289,4,0.5,0.941087
pdb7f51_A_original_CA_coordinates.csv,287,4,0.5,0.875669
pdb3ha8_A_original_CA_coordinates.csv,342,4,0.5,0.904678
pdb8cj5_A_original_CA_coordinates.csv,908,4,0.5,0.973553
pdb5elv_A_original_CA_coordinates.csv,263,4,0.5,0.939371
pdb3d53_A_original_CA_coordinates.csv,170,4,0.5,0.964919
pdb4f10_A_original_CA_coordinates.csv,353,4,0.5,0.95039
pdb3lat_A_original_CA_coordinates.csv,207,4,0.5,0.870758
pdb4e3m_A_original_CA_coordinates.csv,358,4,0.5,0.9202
pdb5wa9_A_original_CA_coordinates.csv,115,4,0.5,0.959808
pdb4uuo_A_original_CA_coordinates.csv,328,4,0.5,0.904236
pdb4prn_A_original_CA_coordinates.csv,276,4,0.5,0.833653
pdb5oss_A_original_CA_coordinates.csv,443,4,0.5,0.918116
pdb5zha_A_original_CA_coordinates.csv,263,4,0.5,0.948197
pdb5g1x_A_original_CA_coordinates.csv,262,4,0.5,0.842827
pdb7aq3_A_original_CA_coordinates.csv,568,4,0.5,0.93149
pdb7s0n_A_original_CA_coordinates.csv,122,4,0.5,0.981428
pdb4c73_A_original_CA_coordinates.csv,414,4,0.5,0.801256
pdb3fgy_A_original_CA_coordinates.csv,132,4,0.5,0.960545
pdb2bbh_A_original_CA_coordinates.csv,220,4,0.5,0.923785
pdb7p27_A_original_CA_coordinates.csv,160,4,0.5,0.950385
pdb4ysa_A_original_CA_coordinates.csv,294,4,0.5,0.976493
pdb8fdl_A_original_CA_coordinates.csv,141,4,0.5,0.961005
pdb3ifo_H_original_CA_coordinates.csv,216,4,0.5,0.792962
pdb5qdn_A_original_CA_coordinates.csv,282,4,0.5,0.906335
pdb5nci_A_original_CA_coordinates.csv,262,4,0.5,0.83885
pdb6smw_A_original_CA_coordinates.csv,475,4,0.5,0.926043
pdb3on7_A_original_CA_coordinates.csv,263,4,0.5,0.860504
pdb3gpu_A_original_CA_coordinates.csv,251,4,0.5,0.892322
pdb6jym_A_original_CA_coordinates.csv,704,4,0.5,0.940257
pdb4d3a_A_original_CA_coordinates.csv,404,4,0.5,0.956236
pdb7vzq_A_original_CA_coordinates.csv,674,4,0.5,0.968109
pdb3u0x_A_original_CA_coordinates.csv,290,4,0.5,0.898895
pdb4y3d_A_original_CA_coordinates.csv,330,4,0.5,0.956332
pdb3nok_A_original_CA_coordinates.csv,234,4,0.5,0.960667
pdb8bbu_A_original_CA_coordinates.csv,121,4,0.5,0.960163
pdb6yea_A_original_CA_coordinates.csv,170,4,0.5,0.943516
pdb4hno_A_original_CA_coordinates.csv,285,4,0.5,0.898982
pdb5ub4_A_original_CA_coordinates.csv,278,4,0.5,0.946371
pdb4fb1_A_original_CA_coordinates.csv,354,4,0.5,0.846485
pdb2vw5_A_original_CA_coordinates.csv,214,4,0.5,0.934049
pdb4xvt_G_original_CA_coordinates.csv,341,4,0.5,0.969558
pdb1snr_A_original_CA_coordinates.csv,336,4,0.5,0.955528
pdb5aoh_A_original_CA_coordinates.csv,265,4,0.5,0.92724
pdb5wk0_A_original_CA_coordinates.csv,156,4,0.5,0.909611
pdb4gk1_A_original_CA_coordinates.csv,134,4,0.5,0.942741
pdb2mm3_A_original_CA_coordinates.csv,127,4,0.5,0.886224
pdb4ied_A_original_CA_coordinates.csv,241,4,0.5,0.900301
pdb7o82_A_original_CA_coordinates.csv,437,4,0.5,0.914977
pdb3bgv_A_original_CA_coordinates.csv,269,4,0.5,0.934408
pdb3m2i_A_original_CA_coordinates.csv,291,4,0.5,0.955825
pdb6zu3_A_original_CA_coordinates.csv,230,4,0.5,0.936662
pdb3o6h_A_original_CA_coordinates.csv,261,4,0.5,0.961761
pdb5ugf_A_original_CA_coordinates.csv,286,4,0.5,0.857812
pdb4z6b_A_original_CA_coordinates.csv,282,4,0.5,0.923088
pdb5sha_A_original_CA_coordinates.csv,313,4,0.5,0.931006
pdb4l7e_A_original_CA_coordinates.csv,180,4,0.5,0.89647
pdb3n7c_A_original_CA_coordinates.csv,107,4,0.5,0.927904
pdb3vo0_A_original_CA_coordinates.csv,466,4,0.5,0.851984
pdb7gbt_A_original_CA_coordinates.csv,304,4,0.5,0.926764
pdb3c6x_A_original_CA_coordinates.csv,256,4,0.5,0.934392
pdb4wnk_A_original_CA_coordinates.csv,499,4,0.5,0.942981
pdb6eu6_A_original_CA_coordinates.csv,405,4,0.5,0.954002
pdb3fse_A_original_CA_coordinates.csv,328,4,0.5,0.961738
pdb2d9f_A_original_CA_coordinates.csv,135,4,0.5,0.963256
pdb2vxv_H_original_CA_coordinates.csv,214,4,0.5,0.872848
pdb6qqi_A_original_CA_coordinates.csv,116,4,0.5,0.888971
pdb8oiv_A_original_CA_coordinates.csv,293,4,0.5,0.973005
pdb2x9f_A_original_CA_coordinates.csv,265,4,0.5,0.968853
pdb6pob_A_original_CA_coordinates.csv,416,4,0.5,0.819809
pdb7zp0_A_original_CA_coordinates.csv,217,4,0.5,0.969421
pdb4hez_A_original_CA_coordinates.csv,257,4,0.5,0.946921
pdb8clh_A_original_CA_coordinates.csv,439,4,0.5,0.958102
pdb4nyw_A_original_CA_coordinates.csv,116,4,0.5,0.979184
pdb6qi1_A_original_CA_coordinates.csv,297,4,0.5,0.845201
pdb6h7f_A_original_CA_coordinates.csv,671,4,0.5,0.957427
pdb6i0b_A_original_CA_coordinates.csv,526,4,0.5,0.959337
pdb6s8v_A_original_CA_coordinates.csv,172,4,0.5,0.950743
pdb4nqg_A_original_CA_coordinates.csv,197,4,0.5,0.932652
pdb8j5a_A_original_CA_coordinates.csv,172,4,0.5,0.960823
pdb5rkv_A_original_CA_coordinates.csv,119,4,0.5,0.96245
pdb5a30_A_original_CA_coordinates.csv,463,4,0.5,0.80646
pdb4rq4_A_original_CA_coordinates.csv,326,4,0.5,0.932702
pdb7kid_A_original_CA_coordinates.csv,625,4,0.5,0.939319
pdb2jqj_A_original_CA_coordinates.csv,141,4,0.5,0.934616
pdb5o72_A_original_CA_coordinates.csv,255,4,0.5,0.957262
pdb8hq4_A_original_CA_coordinates.csv,209,4,0.5,0.959933
pdb5sfc_A_original_CA_coordinates.csv,312,4,0.5,0.908672
pdb4kcr_A_original_CA_coordinates.csv,404,4,0.5,0.946382
pdb2ya8_A_original_CA_coordinates.csv,470,4,0.5,0.94934
pdb6n0u_A_original_CA_coordinates.csv,295,4,0.5,0.959529
