p_pdb_id,Residue length,actual_hinge_cnt,sigma,average_delta_g
pdb4yk9_A_original_CA_coordinates.csv,142,2,0.5,0.0486736
pdb4dl2_A_original_CA_coordinates.csv,428,2,0.5,22.1252
pdb6y4w_A_original_CA_coordinates.csv,341,2,0.5,4.08978
pdb4ega_A_original_CA_coordinates.csv,522,2,0.5,0.707472
pdb3ndo_A_original_CA_coordinates.csv,225,2,0.5,4.78474
pdb1x7x_A_original_CA_coordinates.csv,370,2,0.5,110.094
pdb6zzj_A_original_CA_coordinates.csv,240,2,0.5,0.723936
pdb2vfo_A_original_CA_coordinates.csv,555,2,0.5,159.408
pdb5q3r_A_original_CA_coordinates.csv,341,2,0.5,0.862911
pdb7lmf_A_original_CA_coordinates.csv,305,2,0.5,124.341
pdb7vj6_A_original_CA_coordinates.csv,453,2,0.5,0.676189
pdb6n0q_A_original_CA_coordinates.csv,257,2,0.5,3.09304
pdb5moc_A_original_CA_coordinates.csv,227,2,0.5,3.07708
pdb3ugq_A_original_CA_coordinates.csv,426,2,0.5,0.364327
pdb2kct_A_original_CA_coordinates.csv,88,2,0.5,0.091437
pdb7trl_A_original_CA_coordinates.csv,90,2,0.5,0.359813
pdb1ak7_A_original_CA_coordinates.csv,174,2,0.5,26.7752
pdb1j7q_A_original_CA_coordinates.csv,86,2,0.5,23.4548
pdb2c0c_A_original_CA_coordinates.csv,353,2,0.5,0.517578
pdb5yrd_A_original_CA_coordinates.csv,241,2,0.5,18.8976
pdb3ch2_X_original_CA_coordinates.csv,256,2,0.5,0.271014
pdb6aw6_A_original_CA_coordinates.csv,216,2,0.5,0.866486
pdb3vcz_A_original_CA_coordinates.csv,127,2,0.5,4.66813
pdb3x2k_A_original_CA_coordinates.csv,180,2,0.5,0.421924
pdb4qcd_A_original_CA_coordinates.csv,242,2,0.5,1.42451
pdb1z8m_A_original_CA_coordinates.csv,88,2,0.5,0.174727
pdb5r86_A_original_CA_coordinates.csv,149,2,0.5,2.95746
pdb2wpt_A_original_CA_coordinates.csv,82,2,0.5,0.711784
pdb4yvy_A_original_CA_coordinates.csv,256,2,0.5,1.41978
pdb5hf1_A_original_CA_coordinates.csv,117,2,0.5,0.0336712
pdb7qwj_A_original_CA_coordinates.csv,298,2,0.5,0.225362
pdb7l3i_A_original_CA_coordinates.csv,162,2,0.5,0.0753565
pdb5sua_A_original_CA_coordinates.csv,237,2,0.5,9.85875
pdb7p1q_A_original_CA_coordinates.csv,383,2,0.5,4.59798
pdb2lll_A_original_CA_coordinates.csv,121,2,0.5,26.3453
pdb4lil_A_original_CA_coordinates.csv,370,2,0.5,14.886
pdb5c0u_A_original_CA_coordinates.csv,208,2,0.5,4.52109
pdb4w7k_A_original_CA_coordinates.csv,446,2,0.5,3.16571
pdb1koi_A_original_CA_coordinates.csv,184,2,0.5,1.2194
pdb2k5n_A_original_CA_coordinates.csv,74,2,0.5,0.121998
pdb2c4e_A_original_CA_coordinates.csv,299,2,0.5,0.209456
pdb5jcz_A_original_CA_coordinates.csv,172,2,0.5,3.37974
pdb7t5r_A_original_CA_coordinates.csv,257,2,0.5,2.85642
pdb4ptm_A_original_CA_coordinates.csv,397,2,0.5,78.7685
pdb6y80_A_original_CA_coordinates.csv,347,2,0.5,2.73241
pdb4dqj_A_original_CA_coordinates.csv,137,2,0.5,0.481257
pdb6tpc_A_original_CA_coordinates.csv,305,2,0.5,0.20016
pdb8d9c_A_original_CA_coordinates.csv,354,2,0.5,0.575218
pdb7mk3_A_original_CA_coordinates.csv,361,2,0.5,0.0818338
pdb6pna_A_original_CA_coordinates.csv,415,2,0.5,0.169036
pdb3zpm_A_original_CA_coordinates.csv,211,2,0.5,9.52831
pdb3vg1_A_original_CA_coordinates.csv,376,2,0.5,0.986953
pdb6tbe_A_original_CA_coordinates.csv,116,2,0.5,0.0755267
pdb5qrh_A_original_CA_coordinates.csv,171,2,0.5,8.73382
pdb3gt4_A_original_CA_coordinates.csv,279,2,0.5,0.68823
pdb4zcg_A_original_CA_coordinates.csv,342,2,0.5,50.3349
pdb5vcy_A_original_CA_coordinates.csv,296,2,0.5,0.111678
pdb5ymx_A_original_CA_coordinates.csv,202,2,0.5,21.0189
pdb7pj8_A_original_CA_coordinates.csv,161,2,0.5,0.0546703
pdb1evq_A_original_CA_coordinates.csv,304,2,0.5,4.40573
pdb5gr2_A_original_CA_coordinates.csv,755,2,0.5,0.0579436
pdb5nu9_A_original_CA_coordinates.csv,174,2,0.5,10.2985
pdb5ggi_A_original_CA_coordinates.csv,394,2,0.5,3.51572
pdb6l72_A_original_CA_coordinates.csv,294,2,0.5,4.86507
pdb6ood_A_original_CA_coordinates.csv,155,2,0.5,1.60744
pdb5psl_A_original_CA_coordinates.csv,121,2,0.5,0.897779
pdb5kn9_A_original_CA_coordinates.csv,222,2,0.5,15.1277
pdb8pku_A_original_CA_coordinates.csv,290,2,0.5,1.14666
pdb3f1p_A_original_CA_coordinates.csv,114,2,0.5,0.524139
pdb5d7d_A_original_CA_coordinates.csv,193,2,0.5,0.255925
pdb6fmw_A_original_CA_coordinates.csv,270,2,0.5,0.589246
pdb6cf8_A_original_CA_coordinates.csv,510,2,0.5,0.231286
pdb7eyk_A_original_CA_coordinates.csv,92,2,0.5,0.188573
pdb4hh5_A_original_CA_coordinates.csv,163,2,0.5,0.06503
pdb5qzz_A_original_CA_coordinates.csv,237,2,0.5,5.51136
pdb1k0x_A_original_CA_coordinates.csv,108,2,0.5,0.327413
pdb2mxx_A_original_CA_coordinates.csv,179,2,0.5,0.144256
pdb3ld3_A_original_CA_coordinates.csv,171,2,0.5,2.67143
pdb6np1_A_original_CA_coordinates.csv,268,2,0.5,1.79037
pdb5reu_A_original_CA_coordinates.csv,304,2,0.5,33.9453
pdb2oym_A_original_CA_coordinates.csv,434,2,0.5,0.684615
pdb4pkr_A_original_CA_coordinates.csv,495,2,0.5,7.96544
pdb6ct3_A_original_CA_coordinates.csv,249,2,0.5,29.2234
pdb2mg5_A_original_CA_coordinates.csv,148,2,0.5,50.0425
pdb8h5p_A_original_CA_coordinates.csv,306,2,0.5,1.6282
pdb7gd1_A_original_CA_coordinates.csv,304,2,0.5,0.199787
pdb4i8i_A_original_CA_coordinates.csv,250,2,0.5,6.66507
pdb7fo7_A_original_CA_coordinates.csv,237,2,0.5,1.38727
pdb5tcw_A_original_CA_coordinates.csv,298,2,0.5,0.192307
pdb2osr_A_original_CA_coordinates.csv,87,2,0.5,0.755378
pdb5s2a_A_original_CA_coordinates.csv,165,2,0.5,0.129564
pdb2k6m_S_original_CA_coordinates.csv,67,2,0.5,2.38601
pdb4qqs_A_original_CA_coordinates.csv,312,2,0.5,6.99902
pdb3pa4_A_original_CA_coordinates.csv,257,2,0.5,0.236333
pdb7zww_A_original_CA_coordinates.csv,131,2,0.5,5.27569
pdb4irl_A_original_CA_coordinates.csv,462,2,0.5,0.0919055
pdb2zby_A_original_CA_coordinates.csv,400,2,0.5,0.0779398
pdb2rei_A_original_CA_coordinates.csv,277,2,0.5,5.4241
pdb2vp7_A_original_CA_coordinates.csv,66,2,0.5,0.130123
pdb1yux_A_original_CA_coordinates.csv,200,2,0.5,42.1089
pdb4qu0_A_original_CA_coordinates.csv,240,2,0.5,7.84476
pdb8fqq_A_original_CA_coordinates.csv,355,2,0.5,1.79065
pdb7bpl_A_original_CA_coordinates.csv,110,2,0.5,7.33773
pdb5ujp_A_original_CA_coordinates.csv,112,2,0.5,0.735249
pdb3c72_A_original_CA_coordinates.csv,306,2,0.5,0.30755
pdb6ojx_A_original_CA_coordinates.csv,353,2,0.5,3.10388
pdb5cno_A_original_CA_coordinates.csv,300,2,0.5,0.0680269
pdb5pfi_A_original_CA_coordinates.csv,115,2,0.5,0.0205853
pdb6gmi_A_original_CA_coordinates.csv,120,2,0.5,7.06465
pdb4baj_A_original_CA_coordinates.csv,366,2,0.5,0.364661
pdb5iqs_A_original_CA_coordinates.csv,280,2,0.5,0.807412
pdb2y3h_A_original_CA_coordinates.csv,110,2,0.5,17.2411
pdb5hyq_A_original_CA_coordinates.csv,213,2,0.5,0.206172
pdb2hpg_A_original_CA_coordinates.csv,308,2,0.5,112.271
pdb3f9t_A_original_CA_coordinates.csv,385,2,0.5,22.4936
pdb2dlx_A_original_CA_coordinates.csv,153,2,0.5,2.67833
pdb1ug2_A_original_CA_coordinates.csv,95,2,0.5,2.85636
pdb4cyq_A_original_CA_coordinates.csv,411,2,0.5,1.83594
pdb5weq_A_original_CA_coordinates.csv,211,2,0.5,2.82776
pdb4udt_A_original_CA_coordinates.csv,202,2,0.5,3.34842
pdb6imu_A_original_CA_coordinates.csv,494,2,0.5,4.49653
pdb6xr7_A_original_CA_coordinates.csv,287,2,0.5,1.70563
pdb6dg1_A_original_CA_coordinates.csv,105,2,0.5,0.343044
pdb3q5o_A_original_CA_coordinates.csv,100,2,0.5,0.670415
pdb6xu3_A_original_CA_coordinates.csv,320,2,0.5,6.27734
pdb7epj_A_original_CA_coordinates.csv,101,2,0.5,6.09801
pdb3ihg_A_original_CA_coordinates.csv,535,2,0.5,0.682619
pdb3t7f_A_original_CA_coordinates.csv,288,2,0.5,19.2045
pdb2ppe_A_original_CA_coordinates.csv,336,2,0.5,7.80147
pdb5z9k_A_original_CA_coordinates.csv,123,2,0.5,0.159376
pdb4axb_A_original_CA_coordinates.csv,526,2,0.5,3.16611
pdb2m8t_A_original_CA_coordinates.csv,112,2,0.5,0.0850201
pdb5c0f_A_original_CA_coordinates.csv,277,2,0.5,4.95849
pdb4azd_A_original_CA_coordinates.csv,122,2,0.5,5.93873
pdb7puf_A_original_CA_coordinates.csv,295,2,0.5,3.78741
pdb5cgk_A_original_CA_coordinates.csv,129,2,0.5,7.58627
pdb5fmd_A_original_CA_coordinates.csv,624,2,0.5,0.490074
pdb6tol_A_original_CA_coordinates.csv,130,2,0.5,13.7025
pdb8k9y_A_original_CA_coordinates.csv,322,2,0.5,6.11128
pdb7b8b_A_original_CA_coordinates.csv,369,2,0.5,0.132088
pdb6zy1_A_original_CA_coordinates.csv,700,2,0.5,0.337399
pdb5kph_A_original_CA_coordinates.csv,85,2,0.5,0.0624889
pdb7lv1_C_original_CA_coordinates.csv,106,2,0.5,1.01976
pdb5qet_A_original_CA_coordinates.csv,282,2,0.5,0.28742
pdb2cp3_A_original_CA_coordinates.csv,84,2,0.5,0.0824223
pdb5vgl_A_original_CA_coordinates.csv,154,2,0.5,0.12469
pdb6qsp_A_original_CA_coordinates.csv,399,2,0.5,13.1896
pdb3cxg_A_original_CA_coordinates.csv,122,2,0.5,0.211779
pdb8ghy_A_original_CA_coordinates.csv,362,2,0.5,1.87343
pdb6v6o_D_original_CA_coordinates.csv,314,2,0.5,33.5559
pdb6thj_A_original_CA_coordinates.csv,139,2,0.5,0.806423
pdb4r8s_A_original_CA_coordinates.csv,256,2,0.5,7.92766
pdb7sjb_A_original_CA_coordinates.csv,137,2,0.5,0.215576
pdb6djg_A_original_CA_coordinates.csv,438,2,0.5,1.13785
pdb6x1r_A_original_CA_coordinates.csv,94,2,0.5,0.198951
pdb4iv0_A_original_CA_coordinates.csv,263,2,0.5,0.0479692
pdb2agt_A_original_CA_coordinates.csv,316,2,0.5,2.45677
pdb1nkl_A_original_CA_coordinates.csv,78,2,0.5,0.14934
pdb3s2v_A_original_CA_coordinates.csv,254,2,0.5,0.0349669
pdb3gqs_A_original_CA_coordinates.csv,100,2,0.5,2.80151
pdb7u9f_A_original_CA_coordinates.csv,454,2,0.5,17.9994
pdb2hqn_A_original_CA_coordinates.csv,109,2,0.5,0.100722
pdb4c9n_A_original_CA_coordinates.csv,408,2,0.5,0.586864
pdb5vyo_A_original_CA_coordinates.csv,189,2,0.5,0.285668
pdb5pd2_A_original_CA_coordinates.csv,115,2,0.5,0.123546
pdb2gvi_A_original_CA_coordinates.csv,195,2,0.5,0.505144
pdb2z59_A_original_CA_coordinates.csv,109,2,0.5,0.263386
pdb4key_A_original_CA_coordinates.csv,450,2,0.5,89.7409
pdb6pfs_A_original_CA_coordinates.csv,228,2,0.5,0.152154
pdb4ebj_A_original_CA_coordinates.csv,254,2,0.5,20.5791
pdb7s8z_A_original_CA_coordinates.csv,209,2,0.5,1.16973
pdb5tg4_A_original_CA_coordinates.csv,242,2,0.5,4.54125
pdb3lho_A_original_CA_coordinates.csv,250,2,0.5,13.9328
pdb5rfa_A_original_CA_coordinates.csv,301,2,0.5,1.69235
pdb4ttp_A_original_CA_coordinates.csv,201,2,0.5,60.4835
pdb5hqj_A_original_CA_coordinates.csv,280,2,0.5,0.138537
pdb8duy_A_original_CA_coordinates.csv,390,2,0.5,76.7006
pdb5qpt_A_original_CA_coordinates.csv,360,2,0.5,28.9865
pdb6r8k_B_original_CA_coordinates.csv,77,2,0.5,0.617527
pdb7ajw_A_original_CA_coordinates.csv,329,2,0.5,13.7352
pdb5uih_A_original_CA_coordinates.csv,159,2,0.5,7.20846
pdb6zsk_A_original_CA_coordinates.csv,136,2,0.5,0.216927
pdb6gpw_A_original_CA_coordinates.csv,209,2,0.5,1.73409
pdb4gt6_A_original_CA_coordinates.csv,374,2,0.5,15.3852
pdb6xuj_A_original_CA_coordinates.csv,224,2,0.5,0.154378
pdb6vdl_A_original_CA_coordinates.csv,200,2,0.5,0.105555
pdb3fhf_A_original_CA_coordinates.csv,212,2,0.5,3.20985
pdb3mmf_A_original_CA_coordinates.csv,257,2,0.5,0.132366
pdb3vb4_A_original_CA_coordinates.csv,301,2,0.5,0.551751
pdb7vhe_A_original_CA_coordinates.csv,283,2,0.5,0.532283
pdb2eqy_A_original_CA_coordinates.csv,122,2,0.5,14.0339
pdb3v2o_A_original_CA_coordinates.csv,158,2,0.5,0.0860075
pdb1pl8_A_original_CA_coordinates.csv,356,2,0.5,0.231188
pdb6nkb_A_original_CA_coordinates.csv,227,2,0.5,0.308339
pdb5b78_A_original_CA_coordinates.csv,119,2,0.5,1.15268
pdb6etp_A_original_CA_coordinates.csv,124,2,0.5,0.0591515
pdb4xv6_A_original_CA_coordinates.csv,289,2,0.5,2.34002
pdb7f51_A_original_CA_coordinates.csv,287,2,0.5,0.274116
pdb3ha8_A_original_CA_coordinates.csv,342,2,0.5,0.35854
pdb6lje_A_original_CA_coordinates.csv,101,2,0.5,0.153747
pdb1gun_A_original_CA_coordinates.csv,67,2,0.5,0.0363455
pdb8cj5_A_original_CA_coordinates.csv,908,2,0.5,10.2715
pdb5elv_A_original_CA_coordinates.csv,263,2,0.5,4.12962
pdb3d53_A_original_CA_coordinates.csv,170,2,0.5,5.41852
pdb8em5_A_original_CA_coordinates.csv,92,2,0.5,12.2996
pdb4f10_A_original_CA_coordinates.csv,353,2,0.5,0.902742
pdb3lat_A_original_CA_coordinates.csv,207,2,0.5,0.347408
pdb4e3m_A_original_CA_coordinates.csv,358,2,0.5,0.222945
pdb5wa9_A_original_CA_coordinates.csv,115,2,0.5,13.1856
pdb4uuo_A_original_CA_coordinates.csv,328,2,0.5,0.733066
pdb4prn_A_original_CA_coordinates.csv,276,2,0.5,0.538584
pdb7bnh_A_original_CA_coordinates.csv,96,2,0.5,2.64948
pdb5oss_A_original_CA_coordinates.csv,443,2,0.5,0.170288
pdb5zha_A_original_CA_coordinates.csv,263,2,0.5,1.82102
pdb5g1x_A_original_CA_coordinates.csv,262,2,0.5,0.051486
pdb7aq3_A_original_CA_coordinates.csv,568,2,0.5,240.129
pdb5yum_A_original_CA_coordinates.csv,91,2,0.5,4.5946
pdb7s0n_A_original_CA_coordinates.csv,122,2,0.5,0.131505
pdb4c73_A_original_CA_coordinates.csv,414,2,0.5,0.152048
pdb1fov_A_original_CA_coordinates.csv,82,2,0.5,2.44717
pdb3fgy_A_original_CA_coordinates.csv,132,2,0.5,14.339
pdb2bbh_A_original_CA_coordinates.csv,220,2,0.5,3.25625
pdb7p27_A_original_CA_coordinates.csv,160,2,0.5,6.51848
pdb4ysa_A_original_CA_coordinates.csv,294,2,0.5,14.5805
pdb8fdl_A_original_CA_coordinates.csv,141,2,0.5,0.167298
pdb3ifo_H_original_CA_coordinates.csv,216,2,0.5,23.0803
pdb5qdn_A_original_CA_coordinates.csv,282,2,0.5,7.79849
pdb5nci_A_original_CA_coordinates.csv,262,2,0.5,0.506834
pdb6smw_A_original_CA_coordinates.csv,475,2,0.5,11.7263
pdb3on7_A_original_CA_coordinates.csv,263,2,0.5,0.66707
pdb3gpu_A_original_CA_coordinates.csv,251,2,0.5,0.352229
pdb2d9r_A_original_CA_coordinates.csv,83,2,0.5,0.391876
pdb6jym_A_original_CA_coordinates.csv,704,2,0.5,0.0127066
pdb4d3a_A_original_CA_coordinates.csv,404,2,0.5,0.350662
pdb7vzq_A_original_CA_coordinates.csv,674,2,0.5,0.0952364
pdb3u0x_A_original_CA_coordinates.csv,290,2,0.5,0.0588612
pdb4y3d_A_original_CA_coordinates.csv,330,2,0.5,0.0530215
pdb3nok_A_original_CA_coordinates.csv,234,2,0.5,0.159402
pdb8bbu_A_original_CA_coordinates.csv,121,2,0.5,0.429702
pdb6yea_A_original_CA_coordinates.csv,170,2,0.5,0.447718
pdb4hno_A_original_CA_coordinates.csv,285,2,0.5,2.5129
pdb5ub4_A_original_CA_coordinates.csv,278,2,0.5,2.042
pdb4fb1_A_original_CA_coordinates.csv,354,2,0.5,0.13493
pdb2vw5_A_original_CA_coordinates.csv,214,2,0.5,0.194926
pdb4xvt_G_original_CA_coordinates.csv,341,2,0.5,3.60243
pdb1snr_A_original_CA_coordinates.csv,336,2,0.5,1.29389
pdb5aoh_A_original_CA_coordinates.csv,265,2,0.5,1.4124
pdb5wk0_A_original_CA_coordinates.csv,156,2,0.5,0.304424
pdb4gk1_A_original_CA_coordinates.csv,134,2,0.5,0.540132
pdb2mm3_A_original_CA_coordinates.csv,127,2,0.5,1.4271
pdb4ied_A_original_CA_coordinates.csv,241,2,0.5,1.94034
pdb7o82_A_original_CA_coordinates.csv,437,2,0.5,4.92851
pdb3bgv_A_original_CA_coordinates.csv,269,2,0.5,0.0423415
pdb6vz6_A_original_CA_coordinates.csv,77,2,0.5,0.492861
pdb3m2i_A_original_CA_coordinates.csv,291,2,0.5,1.60344
pdb6zu3_A_original_CA_coordinates.csv,230,2,0.5,6.71137
pdb3o6h_A_original_CA_coordinates.csv,261,2,0.5,0.315691
pdb5ugf_A_original_CA_coordinates.csv,286,2,0.5,0.203732
pdb5wof_A_original_CA_coordinates.csv,84,2,0.5,0.0999184
pdb3dhj_A_original_CA_coordinates.csv,100,2,0.5,3.28444
