p_pdb_id,Residue length,actual_hinge_cnt,sigma,delta_g
pdb4o04_A_original_CA_coordinates.csv,208,5,0.5,7244.97
pdb2jbh_A_original_CA_coordinates.csv,207,5,0.5,6964.71
pdb7xza_A_original_CA_coordinates.csv,443,5,0.5,16285.9
pdb7lco_A_original_CA_coordinates.csv,306,5,0.5,9290.92
pdb2y6g_A_original_CA_coordinates.csv,167,5,0.5,2216.54
pdb4jrh_A_original_CA_coordinates.csv,412,5,0.5,14745.1
pdb6qq9_A_original_CA_coordinates.csv,225,5,0.5,6143.57
pdb3paj_A_original_CA_coordinates.csv,302,5,0.5,7888.81
pdb7m26_A_original_CA_coordinates.csv,258,5,0.5,33652.1
pdb8q1n_A_original_CA_coordinates.csv,320,5,0.5,3463.53
pdb7fzt_A_original_CA_coordinates.csv,130,5,0.5,2583.02
pdb6ach_A_original_CA_coordinates.csv,364,5,0.5,25450.6
pdb3kae_A_original_CA_coordinates.csv,225,5,0.5,2309.58
pdb5hvy_A_original_CA_coordinates.csv,335,5,0.5,2295.15
pdb6iv7_A_original_CA_coordinates.csv,386,5,0.5,19054.1
pdb5n0g_A_original_CA_coordinates.csv,208,5,0.5,3336.21
pdb4cn9_A_original_CA_coordinates.csv,397,5,0.5,3781.69
pdb6z2o_A_original_CA_coordinates.csv,354,5,0.5,13702
pdb6t5l_A_original_CA_coordinates.csv,224,5,0.5,373.11
pdb4r66_A_original_CA_coordinates.csv,326,5,0.5,18551
pdb5pjt_A_original_CA_coordinates.csv,331,5,0.5,5407
pdb6lul_B_original_CA_coordinates.csv,224,5,0.5,2295.55
pdb2rr6_A_original_CA_coordinates.csv,168,5,0.5,5589.72
pdb3ioj_A_original_CA_coordinates.csv,284,5,0.5,4922.56
pdb3ckg_A_original_CA_coordinates.csv,236,5,0.5,9237.36
pdb5uav_A_original_CA_coordinates.csv,278,5,0.5,8650.56
pdb8i4j_A_original_CA_coordinates.csv,220,5,0.5,13920.3
pdb6lqo_A_original_CA_coordinates.csv,258,5,0.5,13725.7
pdb3fj1_A_original_CA_coordinates.csv,326,5,0.5,4016.5
pdb4pg7_A_original_CA_coordinates.csv,402,5,0.5,3080.59
pdb2qnl_A_original_CA_coordinates.csv,159,5,0.5,6785.27
pdb7tl4_A_original_CA_coordinates.csv,184,5,0.5,324.465
pdb6prc_C_original_CA_coordinates.csv,332,5,0.5,13075.2
pdb1fdt_A_original_CA_coordinates.csv,285,5,0.5,4168.41
pdb6c8q_A_original_CA_coordinates.csv,268,5,0.5,7949.4
pdb6oe6_A_original_CA_coordinates.csv,127,5,0.5,4593.9
pdb4l7t_A_original_CA_coordinates.csv,490,5,0.5,10737.4
pdb6btf_A_original_CA_coordinates.csv,317,5,0.5,6227.93
pdb5r96_A_original_CA_coordinates.csv,347,5,0.5,13718.7
pdb3smv_A_original_CA_coordinates.csv,233,5,0.5,5656.03
pdb2fvv_A_original_CA_coordinates.csv,135,5,0.5,3730.15
pdb3cg6_A_original_CA_coordinates.csv,131,5,0.5,822.017
pdb3hob_M_original_CA_coordinates.csv,156,5,0.5,2661.1
pdb3zjf_A_original_CA_coordinates.csv,322,5,0.5,9531.37
pdb8tuv_A_original_CA_coordinates.csv,425,5,0.5,5806.56
pdb4ok3_A_original_CA_coordinates.csv,426,5,0.5,1429.01
pdb5ii8_A_original_CA_coordinates.csv,131,5,0.5,530.106
pdb5v0r_A_original_CA_coordinates.csv,145,5,0.5,1368.3
pdb3as5_A_original_CA_coordinates.csv,183,5,0.5,875.415
pdb7bqi_A_original_CA_coordinates.csv,174,5,0.5,172.871
pdb4yk9_A_original_CA_coordinates.csv,142,5,0.5,2158.46
pdb4dl2_A_original_CA_coordinates.csv,428,5,0.5,26272.1
pdb6y4w_A_original_CA_coordinates.csv,341,5,0.5,15269.6
pdb4ega_A_original_CA_coordinates.csv,522,5,0.5,17387.9
pdb3ndo_A_original_CA_coordinates.csv,225,5,0.5,966.204
pdb1x7x_A_original_CA_coordinates.csv,370,5,0.5,13338.8
pdb6zzj_A_original_CA_coordinates.csv,240,5,0.5,28851.3
pdb2vfo_A_original_CA_coordinates.csv,555,5,0.5,6262.65
pdb5q3r_A_original_CA_coordinates.csv,341,5,0.5,15766.5
pdb7lmf_A_original_CA_coordinates.csv,305,5,0.5,3316.74
pdb7vj6_A_original_CA_coordinates.csv,453,5,0.5,8343.09
pdb6n0q_A_original_CA_coordinates.csv,257,5,0.5,2479.81
pdb5moc_A_original_CA_coordinates.csv,227,5,0.5,10424.8
pdb3ugq_A_original_CA_coordinates.csv,426,5,0.5,4512.31
pdb1ak7_A_original_CA_coordinates.csv,174,5,0.5,3550.08
pdb2c0c_A_original_CA_coordinates.csv,353,5,0.5,9686.65
pdb5yrd_A_original_CA_coordinates.csv,241,5,0.5,8186.43
pdb3ch2_X_original_CA_coordinates.csv,256,5,0.5,11748.8
pdb6aw6_A_original_CA_coordinates.csv,216,5,0.5,1340
pdb3vcz_A_original_CA_coordinates.csv,127,5,0.5,2420.96
pdb3x2k_A_original_CA_coordinates.csv,180,5,0.5,1788.1
pdb4qcd_A_original_CA_coordinates.csv,242,5,0.5,4992.1
pdb5r86_A_original_CA_coordinates.csv,149,5,0.5,154.82
pdb4yvy_A_original_CA_coordinates.csv,256,5,0.5,19440.1
pdb7qwj_A_original_CA_coordinates.csv,298,5,0.5,2210.83
pdb7l3i_A_original_CA_coordinates.csv,162,5,0.5,1413.46
pdb5sua_A_original_CA_coordinates.csv,237,5,0.5,9462.33
pdb7p1q_A_original_CA_coordinates.csv,383,5,0.5,16504.8
pdb4lil_A_original_CA_coordinates.csv,370,5,0.5,8779.26
pdb5c0u_A_original_CA_coordinates.csv,208,5,0.5,967.259
pdb4w7k_A_original_CA_coordinates.csv,446,5,0.5,12796.7
pdb1koi_A_original_CA_coordinates.csv,184,5,0.5,1406.52
pdb2c4e_A_original_CA_coordinates.csv,299,5,0.5,5540.71
pdb5jcz_A_original_CA_coordinates.csv,172,5,0.5,6565.22
pdb7t5r_A_original_CA_coordinates.csv,257,5,0.5,783.495
pdb4ptm_A_original_CA_coordinates.csv,397,5,0.5,6797.39
pdb6y80_A_original_CA_coordinates.csv,347,5,0.5,2857.42
pdb4dqj_A_original_CA_coordinates.csv,137,5,0.5,381.741
pdb6tpc_A_original_CA_coordinates.csv,305,5,0.5,10545.7
pdb8d9c_A_original_CA_coordinates.csv,354,5,0.5,1486.36
pdb7mk3_A_original_CA_coordinates.csv,361,5,0.5,6975.44
pdb6pna_A_original_CA_coordinates.csv,415,5,0.5,7762.17
pdb3zpm_A_original_CA_coordinates.csv,211,5,0.5,2814.23
pdb3vg1_A_original_CA_coordinates.csv,376,5,0.5,5184.66
pdb5qrh_A_original_CA_coordinates.csv,171,5,0.5,10385.1
pdb3gt4_A_original_CA_coordinates.csv,279,5,0.5,4327.45
pdb4zcg_A_original_CA_coordinates.csv,342,5,0.5,9116.41
pdb5vcy_A_original_CA_coordinates.csv,296,5,0.5,3557.3
pdb5ymx_A_original_CA_coordinates.csv,202,5,0.5,1057.21
pdb7pj8_A_original_CA_coordinates.csv,161,5,0.5,2671.85
pdb1evq_A_original_CA_coordinates.csv,304,5,0.5,24433.6
pdb5gr2_A_original_CA_coordinates.csv,755,5,0.5,8619.81
pdb5nu9_A_original_CA_coordinates.csv,174,5,0.5,6896.88
pdb5ggi_A_original_CA_coordinates.csv,394,5,0.5,6350.49
pdb6l72_A_original_CA_coordinates.csv,294,5,0.5,15957.7
pdb6ood_A_original_CA_coordinates.csv,155,5,0.5,2629.72
pdb5kn9_A_original_CA_coordinates.csv,222,5,0.5,1211.97
pdb8pku_A_original_CA_coordinates.csv,290,5,0.5,2125.9
pdb5d7d_A_original_CA_coordinates.csv,193,5,0.5,6689.86
pdb6fmw_A_original_CA_coordinates.csv,270,5,0.5,2757.42
pdb6cf8_A_original_CA_coordinates.csv,510,5,0.5,18263.3
pdb4hh5_A_original_CA_coordinates.csv,163,5,0.5,139.535
pdb5qzz_A_original_CA_coordinates.csv,237,5,0.5,4397.73
pdb2mxx_A_original_CA_coordinates.csv,179,5,0.5,1059.07
pdb3ld3_A_original_CA_coordinates.csv,171,5,0.5,15767.5
pdb6np1_A_original_CA_coordinates.csv,268,5,0.5,7608.42
pdb5reu_A_original_CA_coordinates.csv,304,5,0.5,1496.67
pdb2oym_A_original_CA_coordinates.csv,434,5,0.5,25655.2
pdb4pkr_A_original_CA_coordinates.csv,495,5,0.5,2977.94
pdb6ct3_A_original_CA_coordinates.csv,249,5,0.5,3081.19
pdb2mg5_A_original_CA_coordinates.csv,148,5,0.5,849.823
pdb8h5p_A_original_CA_coordinates.csv,306,5,0.5,17220.9
pdb7gd1_A_original_CA_coordinates.csv,304,5,0.5,6453.32
pdb4i8i_A_original_CA_coordinates.csv,250,5,0.5,18961.8
pdb7fo7_A_original_CA_coordinates.csv,237,5,0.5,3563.23
pdb5tcw_A_original_CA_coordinates.csv,298,5,0.5,16795
pdb5s2a_A_original_CA_coordinates.csv,165,5,0.5,682.7
pdb4qqs_A_original_CA_coordinates.csv,312,5,0.5,10838.1
pdb3pa4_A_original_CA_coordinates.csv,257,5,0.5,4924.27
pdb7zww_A_original_CA_coordinates.csv,131,5,0.5,806.928
pdb4irl_A_original_CA_coordinates.csv,462,5,0.5,41147.2
pdb2zby_A_original_CA_coordinates.csv,400,5,0.5,7868.48
pdb2rei_A_original_CA_coordinates.csv,277,5,0.5,4602.55
pdb1yux_A_original_CA_coordinates.csv,200,5,0.5,8256.2
pdb4qu0_A_original_CA_coordinates.csv,240,5,0.5,3827.59
pdb8fqq_A_original_CA_coordinates.csv,355,5,0.5,2795.31
pdb3c72_A_original_CA_coordinates.csv,306,5,0.5,19791.5
pdb6ojx_A_original_CA_coordinates.csv,353,5,0.5,1196.61
pdb5cno_A_original_CA_coordinates.csv,300,5,0.5,1355.82
pdb4baj_A_original_CA_coordinates.csv,366,5,0.5,17877.9
pdb5iqs_A_original_CA_coordinates.csv,280,5,0.5,3754.44
pdb5hyq_A_original_CA_coordinates.csv,213,5,0.5,6378.5
pdb2hpg_A_original_CA_coordinates.csv,308,5,0.5,22136.5
pdb3f9t_A_original_CA_coordinates.csv,385,5,0.5,12297.1
pdb2dlx_A_original_CA_coordinates.csv,153,5,0.5,1672.75
pdb4cyq_A_original_CA_coordinates.csv,411,5,0.5,6659.4
pdb5weq_A_original_CA_coordinates.csv,211,5,0.5,4072.09
pdb4udt_A_original_CA_coordinates.csv,202,5,0.5,2859.74
pdb6imu_A_original_CA_coordinates.csv,494,5,0.5,1755.54
pdb6xr7_A_original_CA_coordinates.csv,287,5,0.5,4454.84
pdb6xu3_A_original_CA_coordinates.csv,320,5,0.5,2880.74
pdb3ihg_A_original_CA_coordinates.csv,535,5,0.5,7673.66
pdb3t7f_A_original_CA_coordinates.csv,288,5,0.5,13006.6
pdb2ppe_A_original_CA_coordinates.csv,336,5,0.5,7388.21
pdb4axb_A_original_CA_coordinates.csv,526,5,0.5,27799.8
pdb5c0f_A_original_CA_coordinates.csv,277,5,0.5,3662.5
pdb7puf_A_original_CA_coordinates.csv,295,5,0.5,2232.97
pdb5cgk_A_original_CA_coordinates.csv,129,5,0.5,2383.15
pdb5fmd_A_original_CA_coordinates.csv,624,5,0.5,14698.6
pdb6tol_A_original_CA_coordinates.csv,130,5,0.5,1371.62
pdb8k9y_A_original_CA_coordinates.csv,322,5,0.5,87700.8
pdb7b8b_A_original_CA_coordinates.csv,369,5,0.5,2673.68
pdb6zy1_A_original_CA_coordinates.csv,700,5,0.5,91092.3
pdb5qet_A_original_CA_coordinates.csv,282,5,0.5,7606.5
pdb5vgl_A_original_CA_coordinates.csv,154,5,0.5,3237.19
pdb6qsp_A_original_CA_coordinates.csv,399,5,0.5,16280.2
pdb8ghy_A_original_CA_coordinates.csv,362,5,0.5,14302.8
pdb6v6o_D_original_CA_coordinates.csv,314,5,0.5,2001.63
pdb6thj_A_original_CA_coordinates.csv,139,5,0.5,3713.2
pdb4r8s_A_original_CA_coordinates.csv,256,5,0.5,6124.94
pdb7sjb_A_original_CA_coordinates.csv,137,5,0.5,395.799
pdb6djg_A_original_CA_coordinates.csv,438,5,0.5,2860.98
pdb4iv0_A_original_CA_coordinates.csv,263,5,0.5,4690.84
pdb2agt_A_original_CA_coordinates.csv,316,5,0.5,6210
pdb3s2v_A_original_CA_coordinates.csv,254,5,0.5,3695.05
pdb7u9f_A_original_CA_coordinates.csv,454,5,0.5,3320.24
pdb4c9n_A_original_CA_coordinates.csv,408,5,0.5,21982.9
pdb5vyo_A_original_CA_coordinates.csv,189,5,0.5,8042.63
pdb2gvi_A_original_CA_coordinates.csv,195,5,0.5,1154.46
pdb4key_A_original_CA_coordinates.csv,450,5,0.5,7101.74
pdb6pfs_A_original_CA_coordinates.csv,228,5,0.5,10541.4
pdb4ebj_A_original_CA_coordinates.csv,254,5,0.5,20728.9
pdb7s8z_A_original_CA_coordinates.csv,209,5,0.5,2385.32
pdb5tg4_A_original_CA_coordinates.csv,242,5,0.5,4369.18
pdb3lho_A_original_CA_coordinates.csv,250,5,0.5,9329.05
pdb5rfa_A_original_CA_coordinates.csv,301,5,0.5,9523.53
pdb4ttp_A_original_CA_coordinates.csv,201,5,0.5,9421.44
pdb5hqj_A_original_CA_coordinates.csv,280,5,0.5,16073.7
pdb8duy_A_original_CA_coordinates.csv,390,5,0.5,4801.69
pdb5qpt_A_original_CA_coordinates.csv,360,5,0.5,6832.69
pdb7ajw_A_original_CA_coordinates.csv,329,5,0.5,4242.76
pdb5uih_A_original_CA_coordinates.csv,159,5,0.5,4206.4
pdb6zsk_A_original_CA_coordinates.csv,136,5,0.5,4696.53
pdb6gpw_A_original_CA_coordinates.csv,209,5,0.5,2682.78
pdb4gt6_A_original_CA_coordinates.csv,374,5,0.5,1825.91
pdb6xuj_A_original_CA_coordinates.csv,224,5,0.5,1693.66
pdb6vdl_A_original_CA_coordinates.csv,200,5,0.5,7595.42
pdb3fhf_A_original_CA_coordinates.csv,212,5,0.5,13513.4
pdb3mmf_A_original_CA_coordinates.csv,257,5,0.5,6935.68
pdb3vb4_A_original_CA_coordinates.csv,301,5,0.5,7289.78
pdb7vhe_A_original_CA_coordinates.csv,283,5,0.5,15670.5
pdb3v2o_A_original_CA_coordinates.csv,158,5,0.5,1345.26
pdb1pl8_A_original_CA_coordinates.csv,356,5,0.5,5351.65
pdb6nkb_A_original_CA_coordinates.csv,227,5,0.5,4418.35
pdb4xv6_A_original_CA_coordinates.csv,289,5,0.5,12231.2
pdb7f51_A_original_CA_coordinates.csv,287,5,0.5,2347.3
pdb3ha8_A_original_CA_coordinates.csv,342,5,0.5,31172.8
pdb8cj5_A_original_CA_coordinates.csv,908,5,0.5,6912.64
pdb5elv_A_original_CA_coordinates.csv,263,5,0.5,5233.48
pdb3d53_A_original_CA_coordinates.csv,170,5,0.5,11863.3
pdb4f10_A_original_CA_coordinates.csv,353,5,0.5,949.691
pdb3lat_A_original_CA_coordinates.csv,207,5,0.5,1184.2
pdb4e3m_A_original_CA_coordinates.csv,358,5,0.5,28695.8
pdb4uuo_A_original_CA_coordinates.csv,328,5,0.5,3031.42
pdb4prn_A_original_CA_coordinates.csv,276,5,0.5,12117.3
pdb5oss_A_original_CA_coordinates.csv,443,5,0.5,22221.3
pdb5zha_A_original_CA_coordinates.csv,263,5,0.5,5291.69
pdb5g1x_A_original_CA_coordinates.csv,262,5,0.5,1821.03
pdb7aq3_A_original_CA_coordinates.csv,568,5,0.5,14946.6
pdb4c73_A_original_CA_coordinates.csv,414,5,0.5,657.671
pdb3fgy_A_original_CA_coordinates.csv,132,5,0.5,2251.87
pdb2bbh_A_original_CA_coordinates.csv,220,5,0.5,771.766
pdb7p27_A_original_CA_coordinates.csv,160,5,0.5,1223.14
pdb4ysa_A_original_CA_coordinates.csv,294,5,0.5,21639.5
pdb8fdl_A_original_CA_coordinates.csv,141,5,0.5,2275.97
pdb3ifo_H_original_CA_coordinates.csv,216,5,0.5,833.169
pdb5qdn_A_original_CA_coordinates.csv,282,5,0.5,6254.26
pdb5nci_A_original_CA_coordinates.csv,262,5,0.5,15200.4
pdb6smw_A_original_CA_coordinates.csv,475,5,0.5,1850.78
pdb3on7_A_original_CA_coordinates.csv,263,5,0.5,2542.93
pdb3gpu_A_original_CA_coordinates.csv,251,5,0.5,6049.79
pdb6jym_A_original_CA_coordinates.csv,704,5,0.5,480.271
pdb4d3a_A_original_CA_coordinates.csv,404,5,0.5,15288.8
pdb7vzq_A_original_CA_coordinates.csv,674,5,0.5,11713.6
pdb3u0x_A_original_CA_coordinates.csv,290,5,0.5,19391.1
pdb4y3d_A_original_CA_coordinates.csv,330,5,0.5,14940.1
pdb3nok_A_original_CA_coordinates.csv,234,5,0.5,3501.25
pdb6yea_A_original_CA_coordinates.csv,170,5,0.5,10130.3
pdb4hno_A_original_CA_coordinates.csv,285,5,0.5,10152.1
pdb5ub4_A_original_CA_coordinates.csv,278,5,0.5,10895.1
pdb4fb1_A_original_CA_coordinates.csv,354,5,0.5,5841.71
pdb2vw5_A_original_CA_coordinates.csv,214,5,0.5,4185.08
pdb4xvt_G_original_CA_coordinates.csv,341,5,0.5,2178.18
pdb1snr_A_original_CA_coordinates.csv,336,5,0.5,4255.69
pdb5aoh_A_original_CA_coordinates.csv,265,5,0.5,5966.2
pdb5wk0_A_original_CA_coordinates.csv,156,5,0.5,5829.92
pdb4gk1_A_original_CA_coordinates.csv,134,5,0.5,3847.1
pdb2mm3_A_original_CA_coordinates.csv,127,5,0.5,1513.42
pdb4ied_A_original_CA_coordinates.csv,241,5,0.5,3601.84
pdb7o82_A_original_CA_coordinates.csv,437,5,0.5,31579.9
pdb3bgv_A_original_CA_coordinates.csv,269,5,0.5,6775.87
pdb3m2i_A_original_CA_coordinates.csv,291,5,0.5,2746.76
pdb6zu3_A_original_CA_coordinates.csv,230,5,0.5,2491.98
pdb3o6h_A_original_CA_coordinates.csv,261,5,0.5,4367.33
pdb5ugf_A_original_CA_coordinates.csv,286,5,0.5,4193.44
pdb4z6b_A_original_CA_coordinates.csv,282,5,0.5,6066.52
pdb5sha_A_original_CA_coordinates.csv,313,5,0.5,6238.35
pdb4l7e_A_original_CA_coordinates.csv,180,5,0.5,2276.44
pdb3vo0_A_original_CA_coordinates.csv,466,5,0.5,3677.37
pdb7gbt_A_original_CA_coordinates.csv,304,5,0.5,15280.5
pdb3c6x_A_original_CA_coordinates.csv,256,5,0.5,2306.81
pdb4wnk_A_original_CA_coordinates.csv,499,5,0.5,39862.4
pdb6eu6_A_original_CA_coordinates.csv,405,5,0.5,14153.8
pdb3fse_A_original_CA_coordinates.csv,328,5,0.5,2675.78
pdb2d9f_A_original_CA_coordinates.csv,135,5,0.5,2329.38
pdb2vxv_H_original_CA_coordinates.csv,214,5,0.5,4000.48
pdb8oiv_A_original_CA_coordinates.csv,293,5,0.5,2909.22
pdb2x9f_A_original_CA_coordinates.csv,265,5,0.5,12109.6
pdb6pob_A_original_CA_coordinates.csv,416,5,0.5,5087.77
pdb7zp0_A_original_CA_coordinates.csv,217,5,0.5,1720.72
pdb4hez_A_original_CA_coordinates.csv,257,5,0.5,1799.49
pdb8clh_A_original_CA_coordinates.csv,439,5,0.5,20428.6
pdb6qi1_A_original_CA_coordinates.csv,297,5,0.5,1344.06
pdb6h7f_A_original_CA_coordinates.csv,671,5,0.5,8176.23
pdb6i0b_A_original_CA_coordinates.csv,526,5,0.5,11185.6
pdb6s8v_A_original_CA_coordinates.csv,172,5,0.5,10833.6
pdb4nqg_A_original_CA_coordinates.csv,197,5,0.5,456.324
pdb8j5a_A_original_CA_coordinates.csv,172,5,0.5,2703.72
pdb5a30_A_original_CA_coordinates.csv,463,5,0.5,5128.68
pdb4rq4_A_original_CA_coordinates.csv,326,5,0.5,15751.1
pdb7kid_A_original_CA_coordinates.csv,625,5,0.5,2251.06
pdb2jqj_A_original_CA_coordinates.csv,141,5,0.5,1419.98
pdb5o72_A_original_CA_coordinates.csv,255,5,0.5,8389.37
pdb8hq4_A_original_CA_coordinates.csv,209,5,0.5,19737.4
pdb5sfc_A_original_CA_coordinates.csv,312,5,0.5,5433.03
pdb4kcr_A_original_CA_coordinates.csv,404,5,0.5,15024.5
pdb2ya8_A_original_CA_coordinates.csv,470,5,0.5,13875.1
pdb6n0u_A_original_CA_coordinates.csv,295,5,0.5,14143.8
pdb4kv7_A_original_CA_coordinates.csv,360,5,0.5,1489.84
pdb5nid_A_original_CA_coordinates.csv,609,5,0.5,56716.1
pdb2xd5_A_original_CA_coordinates.csv,469,5,0.5,19283.1
pdb2cks_A_original_CA_coordinates.csv,305,5,0.5,7850.98
pdb4xmx_A_original_CA_coordinates.csv,866,5,0.5,47184.4
pdb3n7t_A_original_CA_coordinates.csv,241,5,0.5,679.628
pdb3rd5_A_original_CA_coordinates.csv,268,5,0.5,5219.59
pdb6rml_B_original_CA_coordinates.csv,278,5,0.5,797.475
pdb5udy_A_original_CA_coordinates.csv,388,5,0.5,4960.5
pdb3rhr_A_original_CA_coordinates.csv,498,5,0.5,10230
pdb3ap9_A_original_CA_coordinates.csv,151,5,0.5,3900.99
pdb5fac_A_original_CA_coordinates.csv,383,5,0.5,3122.89
pdb2ptx_A_original_CA_coordinates.csv,431,5,0.5,15174.6
pdb8gbz_H_original_CA_coordinates.csv,208,5,0.5,4865.57
pdb7fx9_A_original_CA_coordinates.csv,133,5,0.5,3717.68
pdb8qm1_A_original_CA_coordinates.csv,412,5,0.5,14375.7
pdb6kwu_O_original_CA_coordinates.csv,245,5,0.5,4900.4
pdb4x09_A_original_CA_coordinates.csv,128,5,0.5,3733.95
pdb5fhw_A_original_CA_coordinates.csv,129,5,0.5,1571.42
pdb4rv5_A_original_CA_coordinates.csv,363,5,0.5,6576.43
pdb2vot_A_original_CA_coordinates.csv,837,5,0.5,41883.1
pdb5s7f_A_original_CA_coordinates.csv,283,5,0.5,8511.55
pdb7a0l_A_original_CA_coordinates.csv,295,5,0.5,7901.03
pdb4qtc_A_original_CA_coordinates.csv,330,5,0.5,23842.5
pdb4v3m_A_original_CA_coordinates.csv,135,5,0.5,5659.24
pdb3rqj_A_original_CA_coordinates.csv,407,5,0.5,7958.22
pdb5bjv_A_original_CA_coordinates.csv,339,5,0.5,20268.3
pdb8azy_A_original_CA_coordinates.csv,170,5,0.5,5058.62
pdb4xhs_A_original_CA_coordinates.csv,452,5,0.5,5141.62
pdb2xms_A_original_CA_coordinates.csv,281,5,0.5,13534
pdb6qhs_A_original_CA_coordinates.csv,297,5,0.5,9687.61
pdb5h3m_A_original_CA_coordinates.csv,133,5,0.5,2020.12
pdb4nug_L_original_CA_coordinates.csv,213,5,0.5,539.569
pdb4g31_A_original_CA_coordinates.csv,248,5,0.5,12353.6
pdb5exp_A_original_CA_coordinates.csv,250,5,0.5,3413.87
pdb3juh_A_original_CA_coordinates.csv,334,5,0.5,2544.25
pdb6g7n_A_original_CA_coordinates.csv,318,5,0.5,8184.48
pdb6i6v_A_original_CA_coordinates.csv,266,5,0.5,10586.4
pdb6o7m_A_original_CA_coordinates.csv,477,5,0.5,18219.2
pdb5h2p_A_original_CA_coordinates.csv,231,5,0.5,1765.12
pdb5fsu_A_original_CA_coordinates.csv,235,5,0.5,19198.2
