p_pdb_id,Residue length,actual_hinge_cnt,sigma,delta_g
pdb8j0v_X_original_CA_coordinates.csv,173,3,0.5,1251.52
pdb6z8j_A_original_CA_coordinates.csv,279,3,0.5,6788.88
pdb3mfs_A_original_CA_coordinates.csv,303,3,0.5,6693.01
pdb2bid_A_original_CA_coordinates.csv,197,3,0.5,558.588
pdb4icy_A_original_CA_coordinates.csv,462,3,0.5,2803.39
pdb4y4b_A_original_CA_coordinates.csv,330,3,0.5,6373.14
pdb4tjw_A_original_CA_coordinates.csv,199,3,0.5,2515.74
pdb5nkl_A_original_CA_coordinates.csv,540,3,0.5,8355.64
pdb5yjk_A_original_CA_coordinates.csv,221,3,0.5,1894.59
pdb5chu_A_original_CA_coordinates.csv,359,3,0.5,4140.83
pdb7ea2_B_original_CA_coordinates.csv,107,3,0.5,1116.47
pdb6gvi_A_original_CA_coordinates.csv,910,3,0.5,10165.5
pdb3k50_A_original_CA_coordinates.csv,376,3,0.5,5028.16
pdb1gx4_A_original_CA_coordinates.csv,287,3,0.5,6866.88
pdb7p49_A_original_CA_coordinates.csv,276,3,0.5,9811.06
pdb1rga_A_original_CA_coordinates.csv,104,3,0.5,3367.16
pdb8cif_H_original_CA_coordinates.csv,255,3,0.5,2969.28
pdb6ir6_A_original_CA_coordinates.csv,232,3,0.5,3121.4
pdb3hpw_A_original_CA_coordinates.csv,101,3,0.5,1758.56
pdb4g4q_A_original_CA_coordinates.csv,254,3,0.5,5740.82
pdb4zgj_A_original_CA_coordinates.csv,204,3,0.5,653.197
pdb4p31_A_original_CA_coordinates.csv,230,3,0.5,100.719
pdb6hos_A_original_CA_coordinates.csv,213,3,0.5,5753.27
pdb2f8d_A_original_CA_coordinates.csv,221,3,0.5,1591.14
pdb2w8h_A_original_CA_coordinates.csv,322,3,0.5,14386.6
pdb8elt_A_original_CA_coordinates.csv,166,3,0.5,1257.9
pdb6qi3_A_original_CA_coordinates.csv,298,3,0.5,787.55
pdb4n2r_A_original_CA_coordinates.csv,306,3,0.5,4929.22
pdb4nnm_A_original_CA_coordinates.csv,111,3,0.5,2127.95
pdb4o04_A_original_CA_coordinates.csv,208,3,0.5,1015.73
pdb2jbh_A_original_CA_coordinates.csv,207,3,0.5,1069.83
pdb7xza_A_original_CA_coordinates.csv,443,3,0.5,868.446
pdb7lco_A_original_CA_coordinates.csv,306,3,0.5,1765.09
pdb2y6g_A_original_CA_coordinates.csv,167,3,0.5,308.547
pdb4jrh_A_original_CA_coordinates.csv,412,3,0.5,35790.5
pdb1roe_A_original_CA_coordinates.csv,97,3,0.5,1050.95
pdb6qq9_A_original_CA_coordinates.csv,225,3,0.5,2653.47
pdb3paj_A_original_CA_coordinates.csv,302,3,0.5,1203.03
pdb7m26_A_original_CA_coordinates.csv,258,3,0.5,2845.21
pdb2boj_A_original_CA_coordinates.csv,114,3,0.5,408.053
pdb7b82_A_original_CA_coordinates.csv,105,3,0.5,1801.68
pdb8q1n_A_original_CA_coordinates.csv,320,3,0.5,1531.57
pdb7fzt_A_original_CA_coordinates.csv,130,3,0.5,1287.41
pdb6ach_A_original_CA_coordinates.csv,364,3,0.5,22885.2
pdb3kae_A_original_CA_coordinates.csv,225,3,0.5,3154.18
pdb5hvy_A_original_CA_coordinates.csv,335,3,0.5,8319.14
pdb6iv7_A_original_CA_coordinates.csv,386,3,0.5,503.617
pdb5n0g_A_original_CA_coordinates.csv,208,3,0.5,2883.35
pdb6g8t_A_original_CA_coordinates.csv,106,3,0.5,52.6259
pdb4cn9_A_original_CA_coordinates.csv,397,3,0.5,4495.28
pdb6z2o_A_original_CA_coordinates.csv,354,3,0.5,579.197
pdb6t5l_A_original_CA_coordinates.csv,224,3,0.5,575.777
pdb4r66_A_original_CA_coordinates.csv,326,3,0.5,9783.71
pdb5pjt_A_original_CA_coordinates.csv,331,3,0.5,3170.68
pdb6lul_B_original_CA_coordinates.csv,224,3,0.5,2156.5
pdb2rr6_A_original_CA_coordinates.csv,168,3,0.5,705.626
pdb3ioj_A_original_CA_coordinates.csv,284,3,0.5,834.589
pdb3ckg_A_original_CA_coordinates.csv,236,3,0.5,896.481
pdb5uav_A_original_CA_coordinates.csv,278,3,0.5,964.798
pdb8i4j_A_original_CA_coordinates.csv,220,3,0.5,1520.26
pdb6lqo_A_original_CA_coordinates.csv,258,3,0.5,729.127
pdb3fj1_A_original_CA_coordinates.csv,326,3,0.5,14661.4
pdb4pg7_A_original_CA_coordinates.csv,402,3,0.5,2998.37
pdb2qnl_A_original_CA_coordinates.csv,159,3,0.5,350.871
pdb7tl4_A_original_CA_coordinates.csv,184,3,0.5,1063.93
pdb6prc_C_original_CA_coordinates.csv,332,3,0.5,2648.12
pdb1fdt_A_original_CA_coordinates.csv,285,3,0.5,3891.05
pdb6c8q_A_original_CA_coordinates.csv,268,3,0.5,5845.22
pdb6oe6_A_original_CA_coordinates.csv,127,3,0.5,3305.66
pdb4l7t_A_original_CA_coordinates.csv,490,3,0.5,8819.71
pdb6btf_A_original_CA_coordinates.csv,317,3,0.5,8260.75
pdb5r96_A_original_CA_coordinates.csv,347,3,0.5,8682.71
pdb3smv_A_original_CA_coordinates.csv,233,3,0.5,2509.77
pdb2fvv_A_original_CA_coordinates.csv,135,3,0.5,1169.43
pdb3cg6_A_original_CA_coordinates.csv,131,3,0.5,2015.04
pdb3hob_M_original_CA_coordinates.csv,156,3,0.5,3156.72
pdb3zjf_A_original_CA_coordinates.csv,322,3,0.5,6658.82
pdb8tuv_A_original_CA_coordinates.csv,425,3,0.5,627.091
pdb4ok3_A_original_CA_coordinates.csv,426,3,0.5,4877.84
pdb5ii8_A_original_CA_coordinates.csv,131,3,0.5,302.15
pdb5v0r_A_original_CA_coordinates.csv,145,3,0.5,1952.63
pdb7lp0_A_original_CA_coordinates.csv,111,3,0.5,127.704
pdb3as5_A_original_CA_coordinates.csv,183,3,0.5,239.535
pdb7bqi_A_original_CA_coordinates.csv,174,3,0.5,1097.08
pdb4yk9_A_original_CA_coordinates.csv,142,3,0.5,5237.91
pdb4dl2_A_original_CA_coordinates.csv,428,3,0.5,1738.81
pdb6y4w_A_original_CA_coordinates.csv,341,3,0.5,22066.2
pdb4ega_A_original_CA_coordinates.csv,522,3,0.5,3274.58
pdb3ndo_A_original_CA_coordinates.csv,225,3,0.5,261.226
pdb1x7x_A_original_CA_coordinates.csv,370,3,0.5,2874.09
pdb6zzj_A_original_CA_coordinates.csv,240,3,0.5,11523.4
pdb2vfo_A_original_CA_coordinates.csv,555,3,0.5,20176.6
pdb5q3r_A_original_CA_coordinates.csv,341,3,0.5,17325.6
pdb7lmf_A_original_CA_coordinates.csv,305,3,0.5,8375.11
pdb7vj6_A_original_CA_coordinates.csv,453,3,0.5,2295.33
pdb6n0q_A_original_CA_coordinates.csv,257,3,0.5,1447.35
pdb5moc_A_original_CA_coordinates.csv,227,3,0.5,3339.58
pdb3ugq_A_original_CA_coordinates.csv,426,3,0.5,1159.75
pdb2kct_A_original_CA_coordinates.csv,88,3,0.5,291.655
pdb7trl_A_original_CA_coordinates.csv,90,3,0.5,1718.03
pdb1ak7_A_original_CA_coordinates.csv,174,3,0.5,340.812
pdb1j7q_A_original_CA_coordinates.csv,86,3,0.5,67.3743
pdb2c0c_A_original_CA_coordinates.csv,353,3,0.5,3108.3
pdb5yrd_A_original_CA_coordinates.csv,241,3,0.5,2093.75
pdb3ch2_X_original_CA_coordinates.csv,256,3,0.5,557.22
pdb6aw6_A_original_CA_coordinates.csv,216,3,0.5,3303.35
pdb3vcz_A_original_CA_coordinates.csv,127,3,0.5,1279.92
pdb3x2k_A_original_CA_coordinates.csv,180,3,0.5,2002.71
pdb4qcd_A_original_CA_coordinates.csv,242,3,0.5,3740.43
pdb1z8m_A_original_CA_coordinates.csv,88,3,0.5,1086.81
pdb5r86_A_original_CA_coordinates.csv,149,3,0.5,912.101
pdb4yvy_A_original_CA_coordinates.csv,256,3,0.5,2521.41
pdb5hf1_A_original_CA_coordinates.csv,117,3,0.5,5412.86
pdb7qwj_A_original_CA_coordinates.csv,298,3,0.5,1200.74
pdb7l3i_A_original_CA_coordinates.csv,162,3,0.5,713.658
pdb5sua_A_original_CA_coordinates.csv,237,3,0.5,2581.63
pdb7p1q_A_original_CA_coordinates.csv,383,3,0.5,1863.4
pdb2lll_A_original_CA_coordinates.csv,121,3,0.5,1186.5
pdb4lil_A_original_CA_coordinates.csv,370,3,0.5,3117.25
pdb5c0u_A_original_CA_coordinates.csv,208,3,0.5,1008.76
pdb4w7k_A_original_CA_coordinates.csv,446,3,0.5,19194.7
pdb1koi_A_original_CA_coordinates.csv,184,3,0.5,8173.05
pdb2c4e_A_original_CA_coordinates.csv,299,3,0.5,23109.1
pdb5jcz_A_original_CA_coordinates.csv,172,3,0.5,3190.29
pdb7t5r_A_original_CA_coordinates.csv,257,3,0.5,505.471
pdb4ptm_A_original_CA_coordinates.csv,397,3,0.5,5332.88
pdb6y80_A_original_CA_coordinates.csv,347,3,0.5,441.105
pdb4dqj_A_original_CA_coordinates.csv,137,3,0.5,1127.21
pdb6tpc_A_original_CA_coordinates.csv,305,3,0.5,10203.3
pdb8d9c_A_original_CA_coordinates.csv,354,3,0.5,4927.37
pdb7mk3_A_original_CA_coordinates.csv,361,3,0.5,7506.79
pdb6pna_A_original_CA_coordinates.csv,415,3,0.5,8742.28
pdb3zpm_A_original_CA_coordinates.csv,211,3,0.5,12081
pdb3vg1_A_original_CA_coordinates.csv,376,3,0.5,6480.19
pdb6tbe_A_original_CA_coordinates.csv,116,3,0.5,1232.34
pdb5qrh_A_original_CA_coordinates.csv,171,3,0.5,2793.51
pdb3gt4_A_original_CA_coordinates.csv,279,3,0.5,1184.45
pdb4zcg_A_original_CA_coordinates.csv,342,3,0.5,4169.06
pdb5vcy_A_original_CA_coordinates.csv,296,3,0.5,940.33
pdb5ymx_A_original_CA_coordinates.csv,202,3,0.5,862.526
pdb7pj8_A_original_CA_coordinates.csv,161,3,0.5,2319.56
pdb1evq_A_original_CA_coordinates.csv,304,3,0.5,900.991
pdb5gr2_A_original_CA_coordinates.csv,755,3,0.5,4492.74
pdb5nu9_A_original_CA_coordinates.csv,174,3,0.5,774.356
pdb5ggi_A_original_CA_coordinates.csv,394,3,0.5,5264.74
pdb6l72_A_original_CA_coordinates.csv,294,3,0.5,19160.9
pdb6ood_A_original_CA_coordinates.csv,155,3,0.5,834.601
pdb5psl_A_original_CA_coordinates.csv,121,3,0.5,22.3996
pdb5kn9_A_original_CA_coordinates.csv,222,3,0.5,191.545
pdb8pku_A_original_CA_coordinates.csv,290,3,0.5,1177.66
pdb3f1p_A_original_CA_coordinates.csv,114,3,0.5,109.497
pdb5d7d_A_original_CA_coordinates.csv,193,3,0.5,1982.51
pdb6fmw_A_original_CA_coordinates.csv,270,3,0.5,3971.85
pdb6cf8_A_original_CA_coordinates.csv,510,3,0.5,3448.47
pdb7eyk_A_original_CA_coordinates.csv,92,3,0.5,1285.84
pdb4hh5_A_original_CA_coordinates.csv,163,3,0.5,692.106
pdb5qzz_A_original_CA_coordinates.csv,237,3,0.5,4940.84
pdb1k0x_A_original_CA_coordinates.csv,108,3,0.5,563.759
pdb2mxx_A_original_CA_coordinates.csv,179,3,0.5,8659.33
pdb3ld3_A_original_CA_coordinates.csv,171,3,0.5,4634.82
pdb6np1_A_original_CA_coordinates.csv,268,3,0.5,22758.1
pdb5reu_A_original_CA_coordinates.csv,304,3,0.5,2760.9
pdb2oym_A_original_CA_coordinates.csv,434,3,0.5,7901.39
pdb4pkr_A_original_CA_coordinates.csv,495,3,0.5,7130.88
pdb6ct3_A_original_CA_coordinates.csv,249,3,0.5,11652.8
pdb2mg5_A_original_CA_coordinates.csv,148,3,0.5,360.515
pdb8h5p_A_original_CA_coordinates.csv,306,3,0.5,2648.83
pdb7gd1_A_original_CA_coordinates.csv,304,3,0.5,2630.21
pdb4i8i_A_original_CA_coordinates.csv,250,3,0.5,5713.88
pdb7fo7_A_original_CA_coordinates.csv,237,3,0.5,2827.97
pdb5tcw_A_original_CA_coordinates.csv,298,3,0.5,7278.77
pdb2osr_A_original_CA_coordinates.csv,87,3,0.5,381.513
pdb5s2a_A_original_CA_coordinates.csv,165,3,0.5,2034.52
pdb4qqs_A_original_CA_coordinates.csv,312,3,0.5,3855.07
pdb3pa4_A_original_CA_coordinates.csv,257,3,0.5,10708.9
pdb7zww_A_original_CA_coordinates.csv,131,3,0.5,672.098
pdb4irl_A_original_CA_coordinates.csv,462,3,0.5,12630.9
pdb2zby_A_original_CA_coordinates.csv,400,3,0.5,6756.72
pdb2rei_A_original_CA_coordinates.csv,277,3,0.5,7386.1
pdb1yux_A_original_CA_coordinates.csv,200,3,0.5,1658.41
pdb4qu0_A_original_CA_coordinates.csv,240,3,0.5,4407.7
pdb8fqq_A_original_CA_coordinates.csv,355,3,0.5,6753.14
pdb7bpl_A_original_CA_coordinates.csv,110,3,0.5,846.588
pdb5ujp_A_original_CA_coordinates.csv,112,3,0.5,795.774
pdb3c72_A_original_CA_coordinates.csv,306,3,0.5,1114.68
pdb6ojx_A_original_CA_coordinates.csv,353,3,0.5,2755.52
pdb5cno_A_original_CA_coordinates.csv,300,3,0.5,6496.51
pdb5pfi_A_original_CA_coordinates.csv,115,3,0.5,5234.46
pdb6gmi_A_original_CA_coordinates.csv,120,3,0.5,1766.8
pdb4baj_A_original_CA_coordinates.csv,366,3,0.5,15488.6
pdb5iqs_A_original_CA_coordinates.csv,280,3,0.5,1687.46
pdb2y3h_A_original_CA_coordinates.csv,110,3,0.5,72.8431
pdb5hyq_A_original_CA_coordinates.csv,213,3,0.5,2635.88
pdb2hpg_A_original_CA_coordinates.csv,308,3,0.5,3065.84
pdb3f9t_A_original_CA_coordinates.csv,385,3,0.5,1487.04
pdb2dlx_A_original_CA_coordinates.csv,153,3,0.5,5583.77
pdb1ug2_A_original_CA_coordinates.csv,95,3,0.5,702.221
pdb4cyq_A_original_CA_coordinates.csv,411,3,0.5,3668.38
pdb5weq_A_original_CA_coordinates.csv,211,3,0.5,1517.02
pdb4udt_A_original_CA_coordinates.csv,202,3,0.5,629.245
pdb6imu_A_original_CA_coordinates.csv,494,3,0.5,20901.9
pdb6xr7_A_original_CA_coordinates.csv,287,3,0.5,4883.58
pdb6dg1_A_original_CA_coordinates.csv,105,3,0.5,284.289
pdb3q5o_A_original_CA_coordinates.csv,100,3,0.5,2666.87
pdb6xu3_A_original_CA_coordinates.csv,320,3,0.5,2188.94
pdb7epj_A_original_CA_coordinates.csv,101,3,0.5,1687.07
pdb3ihg_A_original_CA_coordinates.csv,535,3,0.5,24271.4
pdb3t7f_A_original_CA_coordinates.csv,288,3,0.5,7785.79
pdb2ppe_A_original_CA_coordinates.csv,336,3,0.5,1764.3
pdb5z9k_A_original_CA_coordinates.csv,123,3,0.5,3301.51
pdb4axb_A_original_CA_coordinates.csv,526,3,0.5,2114.63
pdb2m8t_A_original_CA_coordinates.csv,112,3,0.5,1024.18
pdb5c0f_A_original_CA_coordinates.csv,277,3,0.5,3043.49
pdb4azd_A_original_CA_coordinates.csv,122,3,0.5,358.435
pdb7puf_A_original_CA_coordinates.csv,295,3,0.5,1929.94
pdb5cgk_A_original_CA_coordinates.csv,129,3,0.5,783.446
pdb5fmd_A_original_CA_coordinates.csv,624,3,0.5,1961.04
pdb6tol_A_original_CA_coordinates.csv,130,3,0.5,343.196
pdb8k9y_A_original_CA_coordinates.csv,322,3,0.5,125.835
pdb7b8b_A_original_CA_coordinates.csv,369,3,0.5,6896.34
pdb6zy1_A_original_CA_coordinates.csv,700,3,0.5,9135.66
pdb5kph_A_original_CA_coordinates.csv,85,3,0.5,78.3898
pdb7lv1_C_original_CA_coordinates.csv,106,3,0.5,680.431
pdb5qet_A_original_CA_coordinates.csv,282,3,0.5,2732.16
pdb2cp3_A_original_CA_coordinates.csv,84,3,0.5,389.779
pdb5vgl_A_original_CA_coordinates.csv,154,3,0.5,7320.94
pdb6qsp_A_original_CA_coordinates.csv,399,3,0.5,1274.02
pdb3cxg_A_original_CA_coordinates.csv,122,3,0.5,1274.69
pdb8ghy_A_original_CA_coordinates.csv,362,3,0.5,17697.2
pdb6v6o_D_original_CA_coordinates.csv,314,3,0.5,3451.78
pdb6thj_A_original_CA_coordinates.csv,139,3,0.5,502.851
pdb4r8s_A_original_CA_coordinates.csv,256,3,0.5,2152.08
pdb7sjb_A_original_CA_coordinates.csv,137,3,0.5,884.179
pdb6djg_A_original_CA_coordinates.csv,438,3,0.5,2875.82
pdb6x1r_A_original_CA_coordinates.csv,94,3,0.5,211.151
pdb4iv0_A_original_CA_coordinates.csv,263,3,0.5,4111.4
pdb2agt_A_original_CA_coordinates.csv,316,3,0.5,7406.86
pdb3s2v_A_original_CA_coordinates.csv,254,3,0.5,3508.99
pdb3gqs_A_original_CA_coordinates.csv,100,3,0.5,358.271
pdb7u9f_A_original_CA_coordinates.csv,454,3,0.5,6531.61
pdb2hqn_A_original_CA_coordinates.csv,109,3,0.5,93.8116
pdb4c9n_A_original_CA_coordinates.csv,408,3,0.5,16337.6
pdb5vyo_A_original_CA_coordinates.csv,189,3,0.5,2819.67
pdb5pd2_A_original_CA_coordinates.csv,115,3,0.5,313.852
pdb2gvi_A_original_CA_coordinates.csv,195,3,0.5,478.008
pdb2z59_A_original_CA_coordinates.csv,109,3,0.5,6478.82
pdb4key_A_original_CA_coordinates.csv,450,3,0.5,5163.86
pdb6pfs_A_original_CA_coordinates.csv,228,3,0.5,3585.42
pdb4ebj_A_original_CA_coordinates.csv,254,3,0.5,2586.85
pdb7s8z_A_original_CA_coordinates.csv,209,3,0.5,2480.14
pdb5tg4_A_original_CA_coordinates.csv,242,3,0.5,6124.86
pdb3lho_A_original_CA_coordinates.csv,250,3,0.5,1336.3
pdb5rfa_A_original_CA_coordinates.csv,301,3,0.5,10433.2
pdb4ttp_A_original_CA_coordinates.csv,201,3,0.5,532.48
pdb5hqj_A_original_CA_coordinates.csv,280,3,0.5,3265.62
pdb8duy_A_original_CA_coordinates.csv,390,3,0.5,3283.05
pdb5qpt_A_original_CA_coordinates.csv,360,3,0.5,2569.42
pdb7ajw_A_original_CA_coordinates.csv,329,3,0.5,2266.56
pdb5uih_A_original_CA_coordinates.csv,159,3,0.5,5214.58
pdb6zsk_A_original_CA_coordinates.csv,136,3,0.5,13763.5
pdb6gpw_A_original_CA_coordinates.csv,209,3,0.5,4110.71
pdb4gt6_A_original_CA_coordinates.csv,374,3,0.5,204.926
pdb6xuj_A_original_CA_coordinates.csv,224,3,0.5,4114.43
pdb6vdl_A_original_CA_coordinates.csv,200,3,0.5,1355.75
pdb3fhf_A_original_CA_coordinates.csv,212,3,0.5,3961.51
pdb3mmf_A_original_CA_coordinates.csv,257,3,0.5,1389.29
pdb3vb4_A_original_CA_coordinates.csv,301,3,0.5,1158.86
pdb7vhe_A_original_CA_coordinates.csv,283,3,0.5,6167.34
pdb2eqy_A_original_CA_coordinates.csv,122,3,0.5,104.465
pdb3v2o_A_original_CA_coordinates.csv,158,3,0.5,1344.32
pdb1pl8_A_original_CA_coordinates.csv,356,3,0.5,14665.4
pdb6nkb_A_original_CA_coordinates.csv,227,3,0.5,6460.9
pdb5b78_A_original_CA_coordinates.csv,119,3,0.5,319.591
pdb6etp_A_original_CA_coordinates.csv,124,3,0.5,205.611
pdb4xv6_A_original_CA_coordinates.csv,289,3,0.5,2843.59
pdb7f51_A_original_CA_coordinates.csv,287,3,0.5,4092.2
pdb3ha8_A_original_CA_coordinates.csv,342,3,0.5,3394.24
pdb6lje_A_original_CA_coordinates.csv,101,3,0.5,1344.91
pdb8cj5_A_original_CA_coordinates.csv,908,3,0.5,786.271
pdb5elv_A_original_CA_coordinates.csv,263,3,0.5,6144.32
pdb3d53_A_original_CA_coordinates.csv,170,3,0.5,1426.72
pdb8em5_A_original_CA_coordinates.csv,92,3,0.5,1416.93
pdb4f10_A_original_CA_coordinates.csv,353,3,0.5,1881.58
pdb3lat_A_original_CA_coordinates.csv,207,3,0.5,340.065
pdb4e3m_A_original_CA_coordinates.csv,358,3,0.5,5278.3
pdb5wa9_A_original_CA_coordinates.csv,115,3,0.5,127.296
pdb4uuo_A_original_CA_coordinates.csv,328,3,0.5,3928.36
pdb4prn_A_original_CA_coordinates.csv,276,3,0.5,9387.26
pdb7bnh_A_original_CA_coordinates.csv,96,3,0.5,469.854
pdb5oss_A_original_CA_coordinates.csv,443,3,0.5,6215.59
pdb5zha_A_original_CA_coordinates.csv,263,3,0.5,1901.97
pdb5g1x_A_original_CA_coordinates.csv,262,3,0.5,534.388
pdb7aq3_A_original_CA_coordinates.csv,568,3,0.5,23323.4
pdb5yum_A_original_CA_coordinates.csv,91,3,0.5,489.082
pdb7s0n_A_original_CA_coordinates.csv,122,3,0.5,673.734
pdb4c73_A_original_CA_coordinates.csv,414,3,0.5,6692.02
pdb3fgy_A_original_CA_coordinates.csv,132,3,0.5,926.186
pdb2bbh_A_original_CA_coordinates.csv,220,3,0.5,363.286
pdb7p27_A_original_CA_coordinates.csv,160,3,0.5,183.521
pdb4ysa_A_original_CA_coordinates.csv,294,3,0.5,6614.11
pdb8fdl_A_original_CA_coordinates.csv,141,3,0.5,2930.45
pdb3ifo_H_original_CA_coordinates.csv,216,3,0.5,3618.68
pdb5qdn_A_original_CA_coordinates.csv,282,3,0.5,2722.13
pdb5nci_A_original_CA_coordinates.csv,262,3,0.5,1636.73
pdb6smw_A_original_CA_coordinates.csv,475,3,0.5,12424.3
pdb3on7_A_original_CA_coordinates.csv,263,3,0.5,3663.59
pdb3gpu_A_original_CA_coordinates.csv,251,3,0.5,571.655
pdb6jym_A_original_CA_coordinates.csv,704,3,0.5,5892.22
pdb4d3a_A_original_CA_coordinates.csv,404,3,0.5,3875.58
pdb7vzq_A_original_CA_coordinates.csv,674,3,0.5,712.028
pdb3u0x_A_original_CA_coordinates.csv,290,3,0.5,1324.98
pdb4y3d_A_original_CA_coordinates.csv,330,3,0.5,7359.97
pdb3nok_A_original_CA_coordinates.csv,234,3,0.5,833.067
pdb8bbu_A_original_CA_coordinates.csv,121,3,0.5,1049.64
pdb6yea_A_original_CA_coordinates.csv,170,3,0.5,7720.65
pdb4hno_A_original_CA_coordinates.csv,285,3,0.5,958.149
pdb5ub4_A_original_CA_coordinates.csv,278,3,0.5,1633.98
pdb4fb1_A_original_CA_coordinates.csv,354,3,0.5,2775.34
pdb2vw5_A_original_CA_coordinates.csv,214,3,0.5,7603.58
pdb4xvt_G_original_CA_coordinates.csv,341,3,0.5,4167.92
pdb1snr_A_original_CA_coordinates.csv,336,3,0.5,1287.13
pdb5aoh_A_original_CA_coordinates.csv,265,3,0.5,5839.55
pdb5wk0_A_original_CA_coordinates.csv,156,3,0.5,780.239
pdb4gk1_A_original_CA_coordinates.csv,134,3,0.5,7902.1
pdb2mm3_A_original_CA_coordinates.csv,127,3,0.5,180.353
pdb4ied_A_original_CA_coordinates.csv,241,3,0.5,467.607
pdb7o82_A_original_CA_coordinates.csv,437,3,0.5,64451.5
pdb3bgv_A_original_CA_coordinates.csv,269,3,0.5,16469.1
pdb3m2i_A_original_CA_coordinates.csv,291,3,0.5,1344.73
pdb6zu3_A_original_CA_coordinates.csv,230,3,0.5,6908.35
pdb3o6h_A_original_CA_coordinates.csv,261,3,0.5,3930.58
pdb5ugf_A_original_CA_coordinates.csv,286,3,0.5,1806.74
pdb5wof_A_original_CA_coordinates.csv,84,3,0.5,72.3761
pdb3dhj_A_original_CA_coordinates.csv,100,3,0.5,542.099
pdb4z6b_A_original_CA_coordinates.csv,282,3,0.5,2717.01
pdb5sha_A_original_CA_coordinates.csv,313,3,0.5,6091.39
pdb4l7e_A_original_CA_coordinates.csv,180,3,0.5,4603.08
pdb3n7c_A_original_CA_coordinates.csv,107,3,0.5,519.588
pdb3vo0_A_original_CA_coordinates.csv,466,3,0.5,32470.7
pdb7gbt_A_original_CA_coordinates.csv,304,3,0.5,2555.52
pdb3c6x_A_original_CA_coordinates.csv,256,3,0.5,551.59
pdb4wnk_A_original_CA_coordinates.csv,499,3,0.5,2969.97
pdb6eu6_A_original_CA_coordinates.csv,405,3,0.5,7209.74
pdb3fse_A_original_CA_coordinates.csv,328,3,0.5,1167.21
pdb6l4n_A_original_CA_coordinates.csv,90,3,0.5,3881.03
pdb1j8b_A_original_CA_coordinates.csv,85,3,0.5,128.32
pdb2d9f_A_original_CA_coordinates.csv,135,3,0.5,767.97
pdb2vxv_H_original_CA_coordinates.csv,214,3,0.5,6410.67
pdb6qqi_A_original_CA_coordinates.csv,116,3,0.5,2170.09
pdb8oiv_A_original_CA_coordinates.csv,293,3,0.5,4208.2
pdb2x9f_A_original_CA_coordinates.csv,265,3,0.5,1382.25
